音频文件: 20251205 234222-BF444D4E_part_004.m4a
说话人 2: 还是我姐手手没手挽手还手你姐你你姐你这你这姐每天有时候我跟小梁坐在路上，
说话人 2: 没事聊点小点。
说话人 0: 小不会你会你会聊谁？
说话人 0: 更紧这种吗？
说话人 2: 不会啊，
说话人 2: 不会聊，
说话人 2: 这没法比，
说话人 2: 就讲点黄色事儿。
说话人 2: 然后我俩就一直在那笑，
说话人 2: 小兰之前问我要网站的，
说话人 2: 我说我才不给你呢。
说话人 2: 哎，
说话人 2: 直果我还看我说真能告诉你吗？
说话人 2: 这是我是死货，
说话人 0: 太奇怪了，
说话人 2: 想要男朋友马上要放寒假了，
说话人 0: 嗯，
说话人 0: 我这样就可以出现了。
说话人 0: hello，
说话人 2: 对，
说话人 2: 眼睛好多救命，
说话人 0: 早点休息吧。
说话人 2: 要不只是因为你打我，
说话人 2: 嗯，
说话人 2: 看你可以给我的小羊的围巾取下来吗？
说话人 0: 为什么在这样？
说话人 2: 我下载电池，
说话人 2: 这种烂围巾，
说话人 0: 他都比我强，
说话人 0: 他现在都有围巾了，
说话人 0: 他他他他有今年的新围巾，
说话人 2: 谁不要？
说话人 0: 我没说不要，
说话人 0: 有人说不要吗？
说话人 0: 嗯，
说话人 2: 我天我们见过这么贪心的人，
说话人 0: 有人说不要吗？
说话人 2: 你是世界上最贪心的人吗？
说话人 2: 在吗？
说话人 2: 哦，
说话人 2: 对我那天说我要织袜子的时候，
说话人 2: 然后徐小怡在床上他都没听清，
说话人 2: 他说以为要给他，
说话人 2: 他说以为要给我们一人织一条，
说话人 2: 我说你好开心啊，
说话人 2: 一人吃一双啤酒，
说话人 2: 哎，
说话人 2: 不要再晃我的电脑了，
说话人 0: 没晃没晃没晃没晃，
说话人 0: 怎么一直在变色，
说话人 0: 怎么一直在变色，
说话人 0: 是绿色紫色啊，
说话人 0: 困不看我为什么不困，
说话人 0: 这么晚还不困，
说话人 0: 该困的时候也不困，
说话人 2: 反正也没人没人陪我。
说话人 2: 所以呢而且而且你一直都不对我发脾气，
说话人 0: 感觉结结实实揍你的可不可以？
说话人 2: 不要打脸了，
说话人 0: 看心情了别你打脸，
说话人 2: 等下别人都发现了没有？
说话人 0: 答应别人的根本认不出来，
说话人 0: 是你敢他打我的福吗？
说话人 2: 别打我都是打我干嘛？
说话人 1: 打了就是你就是你打脸，
说话人 0: 别人发现不了，
说话人 0: 打完之后别人根本认不出来，
说话人 0: 是你，
说话人 2: 别再打我了，
说话人 2: 我知道了。
说话人 2: 好搞笑，
说话人 2: 你不要再走开了，
说话人 2: 你这样走开，
说话人 2: 我现在在和谁视频，
说话人 1: 我在啊在后面不烫不算，
说话人 2: 你经常不在后面，
说话人 0: 快结尾的时候都是在后面呀，
说话人 2: 才不是你最近两次快接我去在前面，
说话人 0: 现在不是牵到后面了，
说话人 2: 现在是什么？
说话人 2: 现在谁在我后面了，
说话人 0: 现在我在我后面，
说话人 2: 而且每次在后面，
说话人 2: 就是为嫌别人长得很矮，
说话人 0: 没人嫌这个有。
说话人 2: 你说每次都说你这臭矮子，
说话人 0: 今天污蔑我，
说话人 0: 每天污蔑我两万遍，
说话人 0: 改天改天给自己搞的都分不清现实和自己脑海里的声音了。
说话人 0: 你分得清现实吗？
说话人 0: 分得清现实吗？
说话人 0: 我分了，
说话人 0: 万一哪天把自己洗脑了怎么办？
说话人 0: 天在这边说这些，
说话人 2: 我这只是开玩笑说的呀，
说话人 0: 开玩笑不会给自己洗脑吗？
说话人 0: 我洗脑了还来得及吗？
说话人 2: 白家，
说话人 2: 你再给我洗回去吗？
说话人 0: 干嘛哈？
说话人 0: 哼，
说话人 2: 那你给别人洗去吧，
说话人 0: 你怎么不给别人洗？
说话人 0: 哼好行，
说话人 2: 我去给别人洗吧，
说话人 0: 一群人洗脑，
说话人 2: 你不不要理我，
说话人 2: 么么哒。
说话人 2: 对呀，
说话人 2: 好，
说话人 2: 行，
说话人 1: 可以对呀，
说话人 2: 视频吗？
说话人 0: 我已经坐下了，
说话人 2: 这还来得及吗？
说话人 0: 来得及吗？
说话人 0: 这什么圆圆的白白的长辈露出了，
说话人 2: 大家说什么呢？
说话人 2: 长得不顺眼的。
说话人 1: 哎，
说话人 1: 嘿，
说话人 2: 可以看一下吧，
说话人 2: 这才是我长辈是白色吗？
说话人 0: 大部分是白色，
说话人 2: 什么？
说话人 0: 大部分是白色，
说话人 2: 这是一样吗？
说话人 2: 你看这是什么白看好放这儿，
说话人 2: 这放这，
说话人 2: 我请问的哪里像啊？
说话人 2: 也很白你你是色盲吗？
说话人 0: 你还绿黑不分呢，
说话人 2: 我就是绿色。
说话人 2: 我穿过衣服，
说话人 2: 我能不知道吗？
说话人 2: 是是是白色吗？
说话人 0: 大部分是白色，
说话人 2: 哪也是白色，
说话人 0: 裸晕以外都是白色。
说话人 2: 那也不是，
说话人 2: 那不是这种白。
说话人 1: 嗯，
说话人 0: 其实肉眼看要更白一点，
说话人 1: 比摄像头你肉眼戴滤镜了吧。
说话人 2: 我是觉得我黑黑的。
说话人 0: 嗯，
说话人 1: 不是不是，
说话人 0: 不是我之前说给你，
说话人 2: 看你能不说不？
说话人 2: 看你这没穿内衣啊，
说话人 1: 之前说的是内衣哦，
说话人 0: 我还以为里面穿的衣服是黑色，
说话人 0: 可能是一个性感的衣服吧。
说话人 0: 这个衣服是个吊带，
说话人 0: 还是别偷啊，
说话人 0: 别偷我知道我知道都是着凉，
说话人 2: 还有善良，
说话人 2: 就这样。
说话人 2: 对我的小羊毛，
说话人 2: 你拿围巾出来给他戴一下，
说话人 2: 不是给他织了一条吗？
说话人 0: 刚刚刚刚刚给他戴了，
说话人 0: 你不让我戴，
说话人 2: 你把那条蓝色云纹海浪那个带拿出来给他带，
说话人 0: 那你在箱子还在呢，
说话人 0: 你扔哪去了？
说话人 0: 扔在箱子里哪儿香啊，
说话人 2: 加一个箱子都没有，
说话人 2: 就是要虐待我香了，
说话人 1: 把烦弄死算了，
说话人 2: 能呼吸吗？
说话人 0: 这没看嘴巴在外面吗？
说话人 2: 大嘴巴张开吗？
说话人 2: 张开了，
说话人 0: 张老大啊，
说话人 0: 张我好大还叫你呢，
说话人 1: 张老大在吗？
说话人 0: 张老大，
说话人 2: 嗯嗯，
说话人 0: 嗯人家看到学校一个小涂鸦说话，
说话人 2: 我就没忍住，
说话人 2: 说你也有个小涂鸦。
说话人 2: 然后然后小梁说她男朋友也有个涂鸦。
说话人 2: 然后我说然后我就说我说但是你的名字里还有一个亿呢，
说话人 2: 和和和和徐小一是一个亿。
说话人 0: 嗯，
说话人 2: 然后说这你男朋友没有吧，
说话人 2: 他说没有我就知道爱攀比。
说话人 0: 徐孝义之前知道吗？
说话人 2: 不知道我是才告诉他，
说话人 0: 嗯，
说话人 0: 他意外吗？
说话人 0: 因为这个字不算多见，
说话人 2: 他很意外哦。
说话人 2: 然后问我叫什么名字？
说话人 2: 我说叫这个这个异弟，
说话人 2: 他说他们说好像女生的名字，
说话人 2: 我说对呀，
说话人 0: 是吗？
说话人 2: 我说对呀我说对呀，
说话人 2: 但是我敢肯定，
说话人 2: 他不是女生，
说话人 0: 他们问你为什么这么肯定啊？
说话人 2: 我说了，
说话人 2: 他要追我，
说话人 2: 我说因为有猴结，
说话人 0: 你看一怪，
说话人 0: 你反应挺快啊。
说话人 2: 嗯，
说话人 2: 如果我说因为我吃过，
说话人 1: 那就完蛋了。
说话人 2: 因为性冷淡的人最后会爱上做爱吗？
说话人 0: 如果没被开发之前不喜欢做爱，
说话人 0: 那可能并不能算性冷淡。
说话人 2: 可是我很小的时候，
说话人 2: 我就多小，
说话人 1: 不知道多像没成年吧，
说话人 0: 反正那早就性发育了，
说话人 0: 那多正常啊，
说话人 1: 在说什么很正常，
说话人 0: 绝大多数男生不如初中都开始自慰了，
说话人 2: 你不也是初中。
说话人 0: 对呀对啊，
说话人 0: 初中那比高中还早呢，
说话人 0: 你就来了个未成年，
说话人 0: 在这说什么，
说话人 2: 那现在明天可以换，
说话人 2: 你自慰了，
说话人 2: 在哪呢？
说话人 2: 这是你吗？
说话人 0: 怎么不是你还是寄过来吧，
说话人 2: 寄过来以后我就不用给你打视频了，
说话人 2: 我直接在他天进门前接吻，
说话人 2: 我把它塞在我的手里，
说话人 1: 你剃头不不要再奖励我。
说话人 2: 嗯，
说话人 2: 我想要那个你你告诉我一个事情吧，
说话人 2: 干嘛？
说话人 0: 你没看小羊的耳朵竖着呢吗？
说话人 2: 没竖着垂着呢，
说话人 2: 再给我在这撒谎，
说话人 0: 这样我自己疯的，
说话人 0: 我能不知道这样吗？
说话人 2: 我在正房上这啊，
说话人 0: 这样这样竖着了吗？
说话人 2: 就在这耍赖吧，
说话人 2: 每天我要把这小人没收哦，
说话人 2: 不要没收用烟了，
说话人 0: 什么呀？
说话人 2: 不要不呀，
说话人 2: 都是我要问你问题。
说话人 0: 嗯，
说话人 2: 如果是别人对你说这么过分的话，
说话人 0: 瞅着都领了啊，
说话人 2: 真的吗？
说话人 0: 捅了两刀，
说话人 2: 真的假的？
说话人 2: 我问真的我刀也未尝不利，
说话人 2: 如果是吃，
说话人 2: 如果是是刘娜呢，
说话人 2: 她绝对不会说这样的话，
说话人 2: 对吧？
说话人 2: 行，
说话人 2: ok 可以翻。
说话人 0: 他犯不着跟我说这话呀，
说话人 2: 类似的话类似的话跟我有什么关系啊？
说话人 0: 你朋友身上跟我说，
说话人 0: 这个跟我有什么关系啊？
说话人 0: make no sense，
说话人 2: 他说他说他假设他说假设他说我觉得你女朋友也配不上你，
说话人 2: 你未来会出轨吧。
说话人 0: 你要这么说的话，
说话人 0: 那我真的要说他绝对不会说这样的话。
说话人 0: 首先这前半句就太冒犯你了，
说话人 0: 他是个正常人，
说话人 2: 因为他是个正常人家人们一定会交上一个别的朋友替代我这个朋友的位置替代我就我先是辽男，
说话人 0: 你有什么位置嘉上什么意思？
说话人 2: 我觉得你一定会再交一个新的女性朋友，
说话人 2: 然后跟她拥抱三次牵手一次，
说话人 0: 关你屁事。
说话人 0: 我也这么说，
说话人 2: 你会这样关你屁事，
说话人 2: 你这剪刀底在哪里？
说话人 0: 戳在眼睛里吗？
说话人 0: 好乱刷，
说话人 0: 你太残暴了，
说话人 0: 剪刀靠得近，
说话人 2: 靠的那么近，
说话人 2: 靠的只有零厘米。
说话人 0: 那你撤回吧，
说话人 0: 撤回，
说话人 0: 这太不礼貌了。
说话人 2: 假设是宋佳琪，
说话人 2: 他说觉得你一定会新交一个朋友，
说话人 2: 然后你就逼不请他，
说话人 2: 一天到晚到你家住，
说话人 2: 再也不邀请我了。
说话人 0: 我说他是傻逼，
说话人 2: 你最喜欢子初心，
说话人 2: 你先不让我刷，
说话人 0: 什么时候是我最喜欢的词，
说话人 0: 什么时候不让你说？
说话人 2: 我是让我把想要塞，
说话人 2: 我福里，
说话人 2: 我现在都用这个词了，
说话人 2: 换词代替，
说话人 2: 而且我要把这个换词法交给小梁了。
说话人 2: 看来问我每天脑子在琢磨什么干打，
说话人 1: 我不是说送夏天啊，
说话人 2: 这是什么呀？
说话人 0: 酒精棉片啊，
说话人 0: 那个袋儿我再说，
说话人 2: 从来不拿一个酒精棉片给我用，
说话人 0: 给你用来干嘛？
说话人 0: 擦眼珠子擦眼镜儿。
说话人 0: 嗯，
说话人 0: 你说吧，
说话人 0: 说我刚才要说啥，
说话人 2: 假如为什么不拿酒精棉片给我擦眼睛下回给你擦，
说话人 0: 下回给你擦，
说话人 0: 下回给擦擦屁股用这样胳肉藏起来了，
说话人 2: 屁股很臭吗？
说话人 0: 脚酒精是去臭的，
说话人 2: 屁股很脏哦，
说话人 2: 我平时是挺讲卫生的，
说话人 0: 屁股很像很像，
说话人 2: 因为是胡说好。
说话人 2: 假如说刘云飞说总是想不你下一个能提起谁家？
说话人 0: 人们。
说话人 2: 假如说董云飞说你一定还会再交一个抑郁症朋友，
说话人 2: 然后然后阻止他自杀了，
说话人 2: 再也不阻止我。
说话人 0: 后半句。
说话人 0: 他现在可能就是这么想你怎么办？
说话人 0: 不怎么办？
说话人 0: 本来就不是我的事情，
说话人 1: 家人们好。
说话人 2: 哎，
说话人 2: 假设你那个好兄弟的二胎的老婆，
说话人 2: 你不是喜欢陪别人逛山姆吗？
说话人 0: 二胎的老婆九二胎的老哥，
说话人 2: 你不是很想陪这女这这女孩这女人光山木吗？
说话人 0: 哦，
说话人 0: 我喜欢陪别人的女朋友逛山姆说吧，
说话人 2: 最喜你不是不是喜欢陪别女朋欢陪别人老婆逛山姆哦。
说话人 0: 最喜欢对，
说话人 0: 最喜欢最喜欢陪别人老婆逛山姆 favorite thing，
说话人 0: 还有啥？
说话人 0: 还有什么下三三的招数都使出来了？

============================================================
