音频文件: 20251205 234222-BF444D4E_part_002.m4a
说话人 0: 我在暑假的时候，
说话人 0: 你到南京南那边嗯找你坐地铁去。
说话人 2: 嗯，
说话人 0: 然后我说路上碰到了个小女完蛋，
说话人 2: 嗯，
说话人 1: 记不记得这的那个网伴。
说话人 2: 他那天是我们第一次有一个完整的 sex，
说话人 0: 那天是我刚进来就说感觉像小孩对我没感觉，
说话人 2: 就是啊那个状态啊，
说话人 2: 那整个人的状态说你完全就是个小孩，
说话人 0: 我对你都没欲望可以走了。
说话人 2: 那不是这么说的，
说话人 0: 你说你看起来就是让让男人没有欲望，
说话人 0: 滚出这个酒店，
说话人 2: 我只说了像小孩。
说话人 0: 你说你看起来像小孩，
说话人 0: 让人没有誉，
说话人 0: 可以滚出去吗？
说话人 2: 这样五秒吧，
说话人 0: 前两句话是真的，
说话人 0: 你除了看人笑像还让人没信誉，
说话人 0: 只有一句话是真的，
说话人 1: 你是不是没有信誉吧。
说话人 0: 好，
说话人 0: 能是对，
说话人 2: 我不是就是不是不是是嗯两种感受在打架，
说话人 2: 不是只有一种感受，
说话人 2: 那个感受叫没有。
说话人 2: 性欲是两种感受，
说话人 2: 在打架，
说话人 2: 性欲和像小孩的感受在打架。
说话人 0: 现在那天就打完了，
说话人 2: 家人们在这失失吧吧，
说话人 2: 就这儿在这刷新吧，
说话人 1: 就天天在这那也打了啊，
说话人 0: 那天打完了吗？
说话人 2: 没打完吗？
说话人 2: 不知道不是他刷新了，
说话人 2: 我记得第一次时间就特别差，
说话人 2: 也不知道有人记得，
说话人 2: 没看到没有，
说话人 0: 就是累了没点。
说话人 1: 老公，
说话人 2: 昨晚玩手机。
说话人 2: 好，
说话人 2: 我就说了，
说话人 2: 说了说谁了，
说话人 2: 还没说你，
说话人 2: 你不是都不记得吗，
说话人 0: 我不喜欢，
说话人 0: 你说这样说别人你为什么不记得啊？
说话人 1: 那他昨晚干嘛抽根烟啊，
说话人 2: 我知道你不抽呀，
说话人 0: 我说他谁这么干嘛，
说话人 0: 你说呢？
说话人 2: 哦，
说话人 2: 睡觉做完就睡，
说话人 2: 别问细节，
说话人 2: 我不想回忆，
说话人 2: 你其实也不想知道的。
说话人 2: honestly，
说话人 0: 我想知道你不想知道。
说话人 2: 嗯，
说话人 2: 那那那那，
说话人 2: 你穿穿越时空吧，
说话人 2: 你穿越时空吧，
说话人 2: 他现在没辙了，
说话人 2: 我不想回去，
说话人 2: 你又想知道，
说话人 2: 你只能穿越时空去了，
说话人 2: 拜拜，
说话人 2: 拜拜。
说话人 0: 如果你们做的时候，
说话人 0: 我穿着时么回去，
说话人 0: 我会会变成三人行，
说话人 1: 不会哼，
说话人 0: 你闭着眼睛不用睁开。
说话人 1: 嗯，
说话人 2: 他们给我准备了什么惊喜啊？
说话人 1: 生奇大礼包一次啊，
说话人 2: 小羊骑强想洋骑。
说话人 2: 我想想骑你的便利贴，
说话人 0: 我真的很喜欢这个小样，
说话人 1: 不知道是不是因为想吃的时候在想你你也喜欢吗？
说话人 2: 嗯，
说话人 1: 喜欢老赵给他织个锥锥了，
说话人 0: 早不知道，
说话人 0: 别看了没有你织个锥追它就不能这样，
说话人 2: 平着爬它就变，
说话人 2: 它就不能平着爬就变成这样，
说话人 0: 你是个小的是个小的呗。
说话人 1: 嗯，
说话人 0: 呃对，
说话人 0: 说到那个小时候的晚伴，
说话人 2: 嗯，
说话人 0: 今天不上他弟弟跟我弟在一个学校。
说话人 2: 嗯，
说话人 2: 但他小时候跟我小时候并不在一个学校，
说话人 0: 他小时候去了更好的学校。
说话人 0: 嗯，
说话人 0: 我小小时候看，
说话人 0: 有人说他家条件很好，
说话人 0: 嗯，
说话人 0: 比较好。
说话人 2: 嗯，
说话人 0: ok 我其实我觉得挺好。
说话人 2: 嗯嗯，
说话人 1: 嗯不知道今天在谈，
说话人 0: 就是说就让家长去什么站岗还是啥，
说话人 0: 反正就是反正就是说我妈妈说那天看了他爸爸嗯爸爸早几年的时候中风了，
说话人 0: 嗯，
说话人 0: 然后偏瘫还是瘫了一段时间。
说话人 0: 然后现在就是可以坐那个这什么车出来接送小孩。
说话人 2: 嗯，
说话人 2: 坐车他妈开车开一个。
说话人 0: 不是不是四轮车，
说话人 0: 好像是其实我也不太知道，
说话人 0: 好像是那种三轮的吗，
说话人 0: 就是带棚子的那种，
说话人 0: 我也不确定。
说话人 0: 其实我没见过，
说话人 0: 只听他们描述，
说话人 0: 也不太确定是哪种车，
说话人 0: 反正不是不是卡尔嗯播到。
说话人 0: 说到早些年他们家那些事，
说话人 0: 其实我小时候就知道一些你大人说话，
说话人 0: 我老在那听。
说话人 2: 嗯，
说话人 0: 还有他们家跟我们家很近的，
说话人 0: 不是就在隔壁嗯他们家吵架再见。
说话人 1: 嗯，
说话人 0: 多少都知道，
说话人 1: 一嗯应该做那种果蔬生意，
说话人 0: 然后就是赚了很多钱。
说话人 0: 然后他爸也在外面嫖娼，
说话人 0: 找小三加赌博。
说话人 2: 嗯，
说话人 0: 那天去他家，
说话人 0: 他妈妈就一直很辛苦，
说话人 0: 我觉得嗯但是我觉得挺辛苦。
说话人 0: 从早忙到晚，
说话人 0: 虽然赚的很多，
说话人 0: 但是很累。
说话人 0: 反正然后他妈来知道这个事儿，
说话人 0: 然后有时候他爸吵，
说话人 1: 嗯嗯，
说话人 0: 那他为什么会中风？
说话人 0: 是因为之前有高血压，
说话人 0: 然后是不是降压药和酒是不能同时吃还是什么？
说话人 2: 那是我不太清楚，
说话人 0: 反正就是他没有按时吃药药，
说话人 0: 然后出去喝酒，
说话人 0: 然后就是经常好几次宿醉，
说话人 0: 在邻居家的门口就喝喝多了，
说话人 1: 然后找错家嘛。
说话人 0: 嗯，
说话人 0: 反正就因为这个事情，
说话人 0: 然后就就是没好好吃降压药什么就突然中风了，
说话人 0: 就之类的具体我也不知道，
说话人 0: 反正这个可能有影响，
说话人 0: 让团冲突。
说话人 2: 嗯，
说话人 0: 然后说这个事情又突然提到小时候另一个玩伴，
说话人 0: 但是其实跟那个玩伴玩就比较小。
说话人 0: 因为我们跟他有年龄差，
说话人 0: 嗯，
说话人 0: 那个玩伴他就比我小两岁，
说话人 0: 另外一个更小一点的文，
说话人 0: 那我觉得他应该比我小四到七岁，
说话人 0: 但是具体是几岁我不清楚，
说话人 2: 至少小四岁最多。
说话人 0: 我觉得小七岁，
说话人 0: 我觉得现在他应该有上高中了，
说话人 0: 应该是说到他说我也是才知道，
说话人 0: 因为一般走走就就不知道，
说话人 0: 不不知道那边原来的一些人是什么情况。
说话人 0: 然后我我我妈妈也是才知道，
说话人 0: 不是那个王伴他妈妈去世了，
说话人 2: 嗯，
说话人 0: 已经去世一年多了，
说话人 2: 嗯，
说话人 0: 是因为宫颈癌去世，
说话人 0: 生病去世了。
说话人 0: 然后又说到我就说我记得他有个年纪比他大好多的哥哥。
说话人 0: 因为我记得当时我们一块玩的时候，
说话人 0: 就是我不记得我多大，
说话人 0: 反正他他那会儿我刚搬到那块的时候，
说话人 0: 他很小抱手伤，
说话人 0: 然后后面就长大了，
说话人 0: 跟我们一起玩。
说话人 0: 那你跟他玩的不多，
说话人 0: 因为就有时候我去家里去家里玩，
说话人 0: 然后带带玩。
说话人 2: 嗯嗯，
说话人 0: 我老在那块儿带小孩。
说话人 0: 嗯嗯，
说话人 0: 然后妈妈胖胖，
说话人 0: 他爸爸瘦瘦的，
说话人 0: 他哥哥也瘦瘦的，
说话人 0: 太瘦瘦了就很瘦。
说话人 2: 就他妈妈胖胖。
说话人 2: 嗯，
说话人 0: 我还记得小时候他家有一个那样长长的那种嗯玩具电钢琴，
说话人 0: 然后还有就是进他家要光脚踩在瓷砖上，
说话人 0: 冰冰的家铺的全是瓷砖。
说话人 2: 嗯，
说话人 1: 可惜也是嗯说到我说他哥哥应该挺大的吧。
说话人 0: 我说我记得刚搬走，
说话人 0: 那会儿是不是他哥哥要结婚来着，
说话人 0: 就是挺大的，
说话人 2: 嗯，
说话人 0: 可能就是比他大我觉得有十几二十岁不多。
说话人 2: 嗯，
说话人 0: 然后就说没结成帅哥哥，
说话人 0: 就是我也不知道怎么回事，
说话人 0: 反正就说是一个不争气的人我上家里操心，
说话人 0: 在外面闯祸，
说话人 0: 我不知道，
说话人 0: 然后说什么以前不这样，
说话人 0: 不知道为什么现在这样，
说话人 0: 那我也不清楚他们具体在说什么事。
说话人 2: 嗯，
说话人 0: 然后说他哥哥现在也没有结婚，
说话人 0: 之前那个女朋友也是闹掰了。
说话人 2: 嗯，
说话人 0: 然后说到她老公又是那个那个王伴的爸爸，
说话人 2: 嗯，
说话人 2: 什么表情，
说话人 2: 接下来要说什么啊，
说话人 2: 家人们，
说话人 1: 我那个我反正就是爸爸每天穿跟花花公子一样，
说话人 2: 小骚气，
说话人 2: 我都不太不太有概念。
说话人 2: 这个年龄的花花公子应该是什么什么穿着，
说话人 0: 我有点记不清了。
说话人 0: 我小时候，
说话人 0: 但是我小时候我就记得他爸爸就是会穿那种不是很板正的那种衬衫。
说话人 0: 然后虽然不帅了，
说话人 0: 但是他瘦瘦的，
说话人 0: 然后又给自己收拾的很那啥，
说话人 0: 就不是我没有说那样不好就收拾的很很整洁。
说话人 0: 在不知道花花公子是不是是这个意思，
说话人 0: 我不知道他现在穿成什么样，
说话人 0: 因为已经离开很久了。
说话人 0: 其实嗯然后说他妈妈去世，
说话人 0: 前几年抓了他爸爸出轨。
说话人 2: 嗯，
说话人 2: 哦你身边怎么都是这种家长哈，
说话人 0: 老铁们就不要再出轨了。
说话人 0: 其实我说特别普遍啊，
说话人 0: 我感觉你要稍微留心一点的话，
说话人 0: 我觉得你都能听到。
说话人 0: 那天我们还在寝室里面讨论这个事儿，
说话人 0: 哎，
说话人 0: 我们讨论的是这个硕博圈里面，
说话人 0: 谢谢。
说话人 2: 我开始回忆，
说话人 2: 我童年晚伴他们的父母，
说话人 0: 可以不要再出轨了，
说话人 0: 我真求求你们。
说话人 0: 然后我前面那个就是那天我在地铁上碰见那个晚班，
说话人 0: 他爸有肚子里，
说话人 0: 就是他之前在他那个店里面，
说话人 0: 然后跟他顾顾发生生冲突，
说话人 0: 然后要拿棒棒锤锤脸，
说话人 0: 拿那个棍子在打别人，
说话人 0: 然后然后别人就还手，
说话人 0: 然后他妹妹帮他挡了，
说话人 0: 然后那个棍子打他妹妹那个头脑勺那边，
说话人 0: 然后你知道吗？
说话人 0: 他要砍人，
说话人 0: 他又跑来我们家找工，
说话人 0: 你说搞不搞笑，
说话人 0: 就是把货惹到别人家，
说话人 0: 真很恶劣。
说话人 0: 其实那会儿就知道一些了，
说话人 0: 因为他妈妈他爸爸吵架，
说话人 0: 声音很大，
说话人 0: 有时候就在家门口吵。
说话人 0: 就是你你不能听清具体什么内容，
说话人 0: 但是你听一听，
说话人 1: 你就知道是在吵什么嗯，
说话人 2: 想不到。
说话人 2: 但是我能想到我一些朋友，
说话人 2: 我我觉得他们的父母肯定没有人出轨。
说话人 2: 童年玩伴的父母不是很熟悉啊，
说话人 0: 也没有都出不了。
说话人 0: 只是我突然想到这两个，
说话人 0: 而且这两件事情正好就是一块讲，
说话人 0: 是我觉得特别的唏嘘。
说话人 2: 你的亲戚里面就是姑姑姑父姨父这种有吗？
说话人 0: 我知道也没有说过我，
说话人 2: 你就可以不用细讲，
说话人 2: 就有还是没有。
说话人 2: 那就是有看这个反应，
说话人 2: 我感觉我我姑父我姨夫不可能，
说话人 2: 就是你要是见过他们就知道是不可能的。
说话人 0: 我不知道我有没有跟你说过，
说话人 0: 我我感觉我好像说过嗯，
说话人 2: 我就不太记得我说我姑父怎么说，
说话人 0: 我姑父其实看起来特别老实啊，
说话人 2: 谁谁是他老实，
说话人 0: 我的姑父嗯嗯，
说话人 0: 你知道吗？
说话人 0: 他出轨十年，
说话人 0: 我姑父才发现，
说话人 2: 嗯，
说话人 1: 我有时候在想嗯，
说话人 1: 喝不了就想你我觉得很恐怖哦，
说话人 0: こ？。 さに。
说话人 0: 因为他看起来就是很温和，
说话人 0: 讲话慢吞吞的，
说话人 0: 然后看起来就性格也很好。
说话人 0: 然后是姑父吗？
说话人 2: 对，
说话人 2: 嗯，
说话人 0: 但是很像顾老实，
说话人 0: 没有礼貌，
说话人 0: 我爷爷还很喜欢他。
说话人 2: 嗯，
说话人 2: 我突然想到一个词，
说话人 2: 就是你你对他们的判断，
说话人 2: 你会觉得他们是不是一个纯粹的人，
说话人 2: 就是了解他们们。
说话人 2: 嗯，
说话人 2: 其实我觉得这个还挺重要，
说话人 2: 嗯，
说话人 2: 老实礼貌，
说话人 2: 你对这些都不是很重要，
说话人 0: 我没有办法了解到他们是不是纯粹的人。
说话人 2: 嗯，
说话人 1: 对对对，
说话人 2: 就我感觉有一类人吧，
说话人 2: 就是你跟他打交道的时候，
说话人 2: 你能明显的感觉到他会把这个当成是一个来跟你应付的，
说话人 2: 或者来跟你应对的社交场合。
说话人 2: 嗯，
说话人 2: 他他可能谈笑风生，
说话人 2: 然后呃应对自如。
说话人 2: 但是你知道这是他拿出来的一种状态。
说话人 1: 但是有一类人嗯给人的感觉就是他嗯手机为什么一直在晃，
说话人 0: 在 call 手机旁边？
说话人 2: 嗯嗯，
说话人 2: 嗯可能跟这个相对的就是另一类人，
说话人 1: 你会觉得他们嗯没有那么多面，
说话人 2: 怎么形容呢？
说话人 2: 嗯，
说话人 1: 就是有一个直觉上的感受，
说话人 2: 虽然我们没有数据，
说话人 2: 但是一个直觉上的感受是这样，
说话人 2: 嗯，
说话人 2: 做坏事，
说话人 2: 做这种偷偷摸摸的坏事不会是特别的聪明，
说话人 2: 不会是特别的聪明。
说话人 2: 但是他要到了一个相对有点儿小聪明的这个区域里。
说话人 2: 然后你要是再再憨，
说话人 2: 真的真的再憨一点，
说话人 2: 可能就想不到，
说话人 2: 或者说你的你的那个憨憨的判断会这什么事儿啊在干嘛呀？
说话人 0: 哦，
说话人 2: 你的那个憨憨的判断会让你把这件事情的就可能不怎么想到吧。
说话人 2: 就我感觉有一类人，
说话人 2: 他们就不怎么想到这一这一类事情。
说话人 2: 你知道医生是个很忙的工作哈。
说话人 2: 我小姑父夸张的时候，
说话人 2: 就是她在两家医院上班，
说话人 2: 在一家医院上白班，
说话人 2: 在另一家医院上夜班，
说话人 2: 天天就这样上班。
说话人 2: 我感觉人都要垮了这种。
说话人 2: 然后你跟他们有交集的时候，
说话人 2: 听他们聊什么，
说话人 2: 想什么，
说话人 2: 跟身边的人在说什么，
说话人 2: 就会觉得嗯特别简单的生活，
说话人 2: 特别纯粹的时候，
说话人 2: 你脑子里就想的是那些你也觉得没什么意思的东西。
说话人 2: 但是他们很投入的那种东西，
说话人 1: 我不要嗯什么需要什么。

============================================================
