音频文件: 20251205 234222-BF444D4E_part_000.m4a
说话人 2: 我现在素颜穿不知道是什么效效果，
说话人 2: 素颜穿衣服的效果不算是效果，
说话人 2: 就这样啊这样的效果。
说话人 2: 但是嗯我现在在床上不想下去，
说话人 2: 就是大概就这样笑扣子，
说话人 2: 我觉得还是很漂亮的，
说话人 2: 都是不一样的扣子。
说话人 2: 嗯，
说话人 0: 看它就是假扣子，
说话人 2: 它跟这个里面扣和外面扣就是没关系。
说话人 2: 这样怎么样？
说话人 2: 你喜欢这件衣服吗？
说话人 1: 喜欢在对面我可以穿这件衣服吗？
说话人 1: 可以呀，
说话人 2: 那你会害怕，
说话人 1: 不会他他会害怕，
说话人 2: 他会害怕，
说话人 2: 你会害怕，
说话人 2: 因为这是一个小看起来像是一个小羊的皮座，
说话人 2: 其实不是穿着你，
说话人 1: 你会变成小羊哦，
说话人 2: 那变成小羊，
说话人 2: 巫也会变成小猫啊啊，
说话人 1: 不知道我没中大呀，
说话人 1: 我本来就是大呀，
说话人 0: 哎呀，
说话人 2: 我一切我要对你说说一些话呀。
说话人 1: 嗯，
说话人 2: 因为我现在终于可以说话了，
说话人 1: 抓抓紧机会哦。
说话人 2: 我先把衣服收起来，
说话人 2: 等我一下，
说话人 1: 嗯，
说话人 2: 就一一个示儿，
说话人 2: 还有一个示儿，
说话人 2: 就是说我觉得那个毛线还是太粗了，
说话人 2: 我打算重新买毛线太粗会怎么样？
说话人 1: 哦，
说话人 1: 对你现在身上穿这个是毛线织的，
说话人 1: 不是光穿这个是毛线织。
说话人 1: 对你现在身上穿的是不是织的，
说话人 2: 我是直买的，
说话人 1: 我知道那它是不是就直的，
说话人 1: 其实机器直的是吧？
说话人 1: 应该是机器直的对这种这个线是粗还是细相比，
说话人 1: 你买的那个差不多，
说话人 1: 你看这个线。
说话人 1: 对啊，
说话人 1: 但是你觉得这个线做袜子有什么问题吗？
说话人 2: 你织还是我织，
说话人 1: 你织，
说话人 2: 那你跳跳跳你吃你会吃吗？
说话人 2: 你会吃吗？
说话人 1: 哎，
说话人 2: 还有就是那教授说了，
说话人 2: 说不要用百分百羊毛，
说话人 2: 织袜子，
说话人 2: 就是说如果织袜子，
说话人 2: 最好选百分之七十的羊毛线，
说话人 2: 所以我要重新买线教程，
说话人 1: 有没有说为什么不是跟弹性有关系？
说话人 1: 嗯，
说话人 1: 不够弹是不是好像是这么一回事，
说话人 2: 找线呢。
说话人 2: 然后还有就是我其实我已经选好了几款线，
说话人 2: 然后现在在问那个金鱼的线的店家要用多大的棒针织我的棒针一直没发货。
说话人 2: 然后我问了几家店，
说话人 2: 他都说用二点三太细了，
说话人 2: 然后我就然后原来改了二点，
说话人 2: 其中一个棒针二点三，
说话人 2: 棒针换成二点七的。
说话人 2: 嗯，
说话人 2: 现在就是等发货，
说话人 2: 然后线最终没有定下来，
说话人 2: 因为还有颜色的事，
说话人 2: 我在想袜子用什么颜色？
说话人 2: 因为那个线是买来做围巾的，
说话人 2: 我一得线影跟个外的线影肯定不一样，
说话人 1: 我嗯嗯道吗？
说话人 1: 不知道，
说话人 1: 但是但是挺可嗯公里呢，
说话人 1: 围巾的颜色和袜子颜色肯定不一样。
说话人 2: 如果说你说如果说围巾颜色跟袜袜垫子一样的，
说话人 2: 那不就相当于脚踩脖子上吗？
说话人 1: 确实相当于确实相当于那都是没办法的事。
说话人 2: 那现在我可以告诉你，
说话人 2: 我给你选那个一线的颜色。
说话人 1: 嗯，
说话人 1: 绿色你确定不要吗？
说话人 2: 你我先不告诉你吧，
说话人 2: 我觉得那个可以用来吃别的东西哦，
说话人 2: 我不一定支给你的，
说话人 1: 嗯，
说话人 2: 不一定会织，
说话人 2: 还没想好织什么。
说话人 2: 嗯，
说话人 1: 好吧，
说话人 2: 还是啊好吧，
说话人 1: 好，
说话人 1: 什么呵，
说话人 0: 怎么不说话没来啊，
说话人 1: 还是没来来了，
说话人 2: 我也能在这假装才听见，
说话人 2: 但耳朵好啊，
说话人 2: 黄老花黄，
说话人 2: 我今天照片拍的怎么样？
说话人 1: 拍的好视频呢啊视频吗？
说话人 1: 拍的好，
说话人 2: 哪个更好都好啊，
说话人 1: 都好都好选一个呢视频吗？
说话人 1: 什么视频吧，
说话人 1: 为什么那视频有声音？
说话人 1: 照片没声音，
说话人 2: 照片有声音啊，
说话人 2: 你没看到吗？
说话人 2: 没听到实况，
说话人 1: 你发给我的是实况吗？
说话人 2: 对呀，
说话人 1: 我敢确认一下吗？
说话人 1: 当当当当当当当当在哪边？
说话人 0: 是实况啊啊在吗在在吗在在吗在在吗在在吗？
说话人 1: 在嗯这实况吗？
说话人 2: 不是不是啊，
说话人 1: 不是就对啊，
说话人 2: 那这朋友圈也是实况真的假的，
说话人 2: 你根本没看我朋友圈，
说话人 2: 对吧？
说话人 1: 看啊，
说话人 2: 确认是实话假的吗？
说话人 1: 我不信你干嘛不信？
说话人 1: 那你是骗子啊，
说话人 0: 我跟他骗好吧，
说话人 2: 我告诉你一个真相吧，
说话人 2: 我根本没拍实况，
说话人 2: 我拍拍时候没没拍实况说这话我不知道，
说话人 2: 等先用你斑马衣服。
说话人 1: 嗯，
说话人 0: 谢谢谢。
说话人 2: 喂，
说话人 2: 因为你爸爸衣服是当枕头，
说话人 0: 我不信我也去玩，
说话人 1: 你才把我讲完之后当枕头呢啊嗯嗯哼哦，
说话人 1: 我有没有？
说话人 1: 我没说，
说话人 1: 忘记说了，
说话人 1: 我我的小蓝电车离奇事件，
说话人 1: 我下去的时候发现我的小兰的车楼里多了一个这什么是那什么香园吗？
说话人 1: 香园是什么？
说话人 2: 香园就是一个长得很像柚子，
说话人 2: 但是不能吃香香的，
说话人 2: 东西长在树上。
说话人 1: 我不知道，
说话人 1: 反正是在我的电车楼里有一个这，
说话人 1: 然后香吗？
说话人 2: 你闻一下，
说话人 1: 就柚子的味道哦，
说话人 2: 臭人了，
说话人 2: 可能是。
说话人 1: 然后我的电动车手套丢了，
说话人 1: 我那个电动车后面的那个谁在这给我以物易物呢。
说话人 1: 我电动车后面那个那个框，
说话人 1: 它是有的时候直接扣上的时候，
说话人 1: 它不锁住的。
说话人 1: 你可能要伸进去钥匙转一下才会锁。
说话人 1: 反正我觉得肯定没人动，
说话人 1: 我就从来没锁过那个。
说话人 1: 我打开看发手套，
说话人 0: 没了什么手套，
说话人 1: 就是那种防风的厚厚的大手套，
说话人 1: 骑电车那种你有手套。
说话人 1: 对啊，
说话人 1: 我现在没了，
说话人 0: 现在没了过去式啊，
说话人 1: 有手套怎么了？
说话人 1: 那手套能平时戴吗？
说话人 1: 那手套可能长那个样子，
说话人 2: 你平时更不戴手套，
说话人 1: 天再冷一点就不好说，
说话人 2: 那是几度啊，
说话人 1: 两度吗？
说话人 2: 两度是最高气温，
说话人 2: 最气温还是平均气温，
说话人 1: 中间气温，
说话人 2: 中间是中位数。
说话人 2: 我去吓死我了，
说话人 2: 妈呀，
说话人 2: 我奶子突然抽痛，
说话人 2: 抽痛一下。
说话人 2: 不会是我要得乳腺癌了吧，
说话人 2: 我好害怕呀。
说话人 1: 乳腺癌是这个前兆吗？
说话人 2: 嗯，
说话人 2: 在吗在吗？
说话人 2: 我没跟你说，
说话人 2: 今天发生了什么是吗？
说话人 1: 说吧，
说话人 2: 你想听哪些去哪玩了，
说话人 2: 我也没去，
说话人 2: 我去赶集了。
说话人 1: 嗯，
说话人 2: 羡慕吗？
说话人 1: 见过吗？
说话人 1: 还是羡慕吗？
说话人 2: 羡慕吗？
说话人 1: 羡慕吗？
说话人 1: 羡慕不要羡慕，
说话人 2: 没什么好玩的，
说话人 2: 就是很热闹。
说话人 2: 但是晚上去已经没有白天那么热闹了。
说话人 1: 我记得我小时候去过不对，
说话人 2: 那叫会场，
说话人 2: 好像不叫感觉不知道不知道有什么区别？
说话人 2: 我也不是很懂，
说话人 1: 我不知道什么是会场，
说话人 1: 会场嗯，
说话人 1: 什么是会场，
说话人 1: 那就叫这个。
说话人 2: 我我不懂你说你不要问我，
说话人 2: 我我不懂原因，
说话人 2: 我也不懂为什么是这样。
说话人 1: 我去威海之前以为海边的早市儿早市早事儿会，
说话人 1: 你又在这里乱讲话，
说话人 1: 人真是找事儿啊，
说话人 1: 不骗你啊，
说话人 1: 你这这是乱讲坏词儿，
说话人 1: 我以为海边的早事会会很特别，
说话人 1: 实际上就是实际上就菜市场啥也没有。
说话人 1: 如果是这样的话，
说话人 2: 二二那也是没办法了。
说话人 1: 你这才是忘家儿话音，
说话人 2: 你自己就是这样的。
说话人 2: 你刚刚问每一句话都都加上二话音了哦，
说话人 1: 是吗？
说话人 2: 对呀哎呀，
说话人 2: 你听我说，
说话人 2: 今天去买一个一个一个店。
说话人 2: 本来那个老板娘原本是开一个服装童装店，
说话人 2: 我小时候总去他家买衣服，
说话人 1: 开到现在啊这么厉害。
说话人 2: 最近就是他转行不开童装店，
说话人 2: 改成开那个店了，
说话人 2: 改成开那个。
说话人 2: 他之前是这样的，
说话人 2: 他那个店里在在那个街里面，
说话人 2: 然后街里面就是呃，
说话人 2: 开童装店，
说话人 2: 然后后来他童装店扩大了，
说话人 1: 我去历水的时候没人带我去逛啊，
说话人 2: 不是那家店，
说话人 2: 不在丽水。
说话人 1: 嗯，
说话人 1: 那你今晚上去哪啊？
说话人 2: 去我老家在句容，
说话人 1: 句容对哪个句哪个容汇聚的句号句容易的容啊，
说话人 1: 巨容是，
说话人 2: 然后在小镇上聚容聚容。
说话人 2: 但是我也不常回老家，
说话人 2: 我还在老家，
说话人 2: 上过两年学呢，
说话人 2: 幼儿园我也不常回老家，
说话人 2: 上班中班是我老家，
说话人 2: 离我离丽水特别近，
说话人 1: 我这辈子好像回过两三次老家，
说话人 2: 你老家不是洛阳吗？
说话人 1: 嗯，
说话人 1: 爷爷奶奶家老家跟姥之家，
说话人 2: 那我这个也算是跟姥之家了。
说话人 1: 对，
说话人 1: 姥姥家姥姥家，
说话人 2: 我姥姥家都拆掉了。
说话人 2: 在姥姥姥家，
说话人 1: 嗯，
说话人 1: 我姥姥家还没我外婆，
说话人 1: 她们还住在我妈妈她们长大的那个地方。
说话人 1: 那个房子我去之前以为那边还挺还，
说话人 1: 就不是说挺挺特别好吧，
说话人 1: 就我觉得应该会还行。
说话人 1: 然后我又听说我舅在那边一栋一栋的嗯一个一个的在儿盖房子，
说话人 1: 不是一栋一栋的算 ry，
说话人 1: 就一个一个盖房子，
说话人 1: 给狗盖一间，
说话人 1: 给鸡盖一间，
说话人 1: 什么乱七八糟的，
说话人 1: 我还以为还行，
说话人 1: 结果那个地方他在高铁不铁路隧道口。
说话人 1: 嗯，
说话人 1: 然后那个铁路过隧道的时候都是要鸣笛的，
说话人 1: 就是要提醒来车了吗？
说话人 1: 大半夜也会鸣笛，
说话人 1: 一直都会鸣笛。
说话人 1: 然后那个铁路就感觉从你头上开过响，
说话人 1: 咚咚咚咚咚开过去，
说话人 1: 然后一边开一边撵你的头，
说话人 1: 一边鸣笛。
说话人 1: 就这种体验。
说话人 1: 然后我睡的那个房间，
说话人 1: 我当时都没说这些事，
说话人 1: 我都懒得吐槽啊，
说话人 1: 在家住的心心俱疲，
说话人 1: 然后跟我隔一个隔一堵墙的那边是鸭子，
说话人 1: 鸭子就一直搁那叫，
说话人 1: 跟鸭子隔一堵墙的是鸡鸡也跟着叫。
说话人 1: 然后鸡那边是狗狗叫吗？
说话人 1: 狗也叫你刚刚我说狗掉了。
说话人 1: 嗯，
说话人 1: 我去之前那个所有的狗都在在院子里乱跑，
说话人 1: 我不是跟你说十来条狗吗？
说话人 1: 还知道了有十来条狗家人们大大小小，
说话人 1: 然后因为我去了，
说话人 1: 他把基本上所有的狗圈起来了，
说话人 1: 在外面留了三条，
说话人 1: 专门留了三条小胖石头，
说话人 1: 还有一个叫小七，
说话人 1: 好像看门的小胖，
说话人 2: 真是团宠在呀。
说话人 1: 小胖那几天受伤了，
说话人 1: 我说没说，
说话人 2: 好像有说嗯，
说话人 1: 然后但是他不让别人给他上药，
说话人 2: 这个没说，
说话人 1: 这是后来的事儿，
说话人 1: 反正就不让别人让他上药。
说话人 1: 后面我外婆给他吊起来了，
说话人 1: 然后她没办法挣扎，
说话人 1: 然后给他上药好奇怪。
说话人 2: 然后我然后他之前是开服装店的，
说话人 2: 然后后来就变大了，
说话人 2: 变大之后还卖鞋，
说话人 2: 小孩鞋，
说话人 2: 然后还卖点别的，
说话人 2: 然后后面他就搬走，
说话人 2: 就就要卖点什么床上用品，
说话人 2: 现在就专门卖床上用品，
说话人 2: 不是避孕套四件套。
说话人 1: 我知道床上用品是这个意思。
说话人 1: 家人们那个叫计生用品，
说话人 2: 我知道我是害怕你误会。
说话人 2: 嗯，
说话人 1: 你从你妈妈那里买一被子，
说话人 2: 然后呢，
说话人 2: 反正平时老去他家买东西，
说话人 2: 因为我小时候就在他那儿买东西，
说话人 2: 我妈我妈已经跟那个老板娘很熟悉了。
说话人 1: 嗯，
说话人 2: 哦然后每次我去，
说话人 2: 他都夸我漂亮，
说话人 2: 还喊他的家人来看我。
说话人 1: 那很神奇啊，
说话人 1: 从小到大都认识的人看不是，
说话人 2: 但是他小时候没有这样夸我是，
说话人 2: 我会化妆之后他才夸我。
说话人 1: 嗯，
说话人 2: 我小时候长得不好看，
说话人 1: 小时候他可能还没把握好，
说话人 1: 怎么怎么怎么让生意做的更好？
说话人 2: 你让我长大之后，
说话人 2: 每次我去，
说话人 2: 他就老夸我，
说话人 2: 然后去买了这个小羊衣服，
说话人 2: 也是一家常去的店，
说话人 2: 那老板都认识。
说话人 2: 我说我老来照顾他生意，
说话人 2: 我那紫色衣服就是在他家买，
说话人 2: 明天后天后天小丽将会穿上那件衣服。
说话人 2: 我有没有说小丽说她觉得小小兰会借星期天表白？
说话人 2: 我说那你穿上这个衣服真是有如神力呀。
说话人 2: 我说那下次我也要穿这个衣服，
说话人 1: 他怎么知道是一件桃花之一啊，
说话人 1: 他怎么知道他知道什么表白哦，
说话人 1: 小兰会跟他表他表白有日常招吗？
说话人 2: 他们两个特别有意思啊，
说话人 2: 我不是跟你说之前就是呃小兰我问小丽，
说话人 2: 说说我什么候候你表白概率会比较大是吗？
说话人 2: 你说这跟表白有什么区别啊？
说话人 1: 我就是很奇怪，
说话人 1: 反正这肯定不是表白吧，
说话人 1: 但是这很奇怪，
说话人 2: 但是这跟表白有什么区别？
说话人 2: 那不不就意思不就是说我就是很喜欢你吗？
说话人 2: 我要跟你表白了，
说话人 0: 那要不然问你这个问题干嘛啊？
说话人 1: 韵味一下，
说话人 1: 热身一下，
说话人 2: 认真一下，
说话人 2: 我从时候跟你表白，
说话人 2: 成功概率大，
说话人 2: 好像是差不多这样的意思。
说话人 2: 然后呢，
说话人 2: 这次就是嗯他们俩又聊到这个事儿，
说话人 2: 我都已经忘了是啥，
说话人 2: 反正小丽丽说他们俩聊聊到了关于这个表白的事情。
说话人 2: 然后小兰就突然说问他呃最近嗓子有没有好，
说话人 2: 周日要不要去唱歌。
说话人 2: 因为小丽表达过很多次数，
说话人 2: 很喜欢小兰的声音，
说话人 2: 喜欢小兰唱歌。
说话人 2: 那小兰可能觉得自己在唱歌的时候，
说话人 2: 去 KTV 时候表白，
说话人 2: 该真大了，
说话人 2: 好狡猾呀。
说话人 2: 这个人哦就是这样推理出来的是吧？
说话人 2: 而且他们那天还聊了什么话题，
说话人 2: 我有点忘了，
说话人 2: 反正就是讲了很多比较暧昧的话，
说话人 2: 然后呢，
说话人 2: 就是就是意思就是他能感觉到。
说话人 2: 但当时反正小丽说的时候，
说话人 2: 我感觉就是那个意思。
说话人 2: 但是我已经有点忘记原话了，
说话人 2: 反正就是我就记得这两点。
说话人 1: 嗯，
说话人 1: 错。
说话人 2: 然后呢，
说话人 2: 然后我现在已经不敢再说小兰坏话了，
说话人 2: 因为我觉得他们即将要在一起了。
说话人 2: 小李再说小兰啥我都说好，
说话人 2: 都说般配，
说话人 2: 要不然他俩在一起之后我成啥了呀。
说话人 2: 然后我有点后悔，
说话人 2: 我天天老说小兰，
说话人 2: 我老说小兰啊。
说话人 2: 对，
说话人 1: 对我之前劝过你开玩笑说我之前劝过你互良为难，
说话人 2: 我，
说话人 2: 劝好后悔啊。
说话人 1: 我之前劝过你是开玩笑说的，
说话人 1: 我之前劝过你，
说话人 1: 有人记得吗？
说话人 1: 哎呦，
说话人 2: 我就我说就是一个没忍住，
说话人 2: 其实我预感到他们两个在一起，
说话人 2: 我就再也不敢说，
说话人 1: 你就期待小丽不会跟小兰说过，
说话人 1: 他们室友都说过啥吧。
说话人 2: 而且其实我觉得小丽好像没那么喜欢我。
说话人 1: 如果你感觉到小丽有一点点不舒服的话，
说话人 1: 有你自己的原因。
说话人 1: 宝宝啊，
说话人 2: 对，
说话人 2: 不是我是，
说话人 2: 我是觉得她好像更喜欢小梁。
说话人 2: 虽然我也不知道为什么，
说话人 2: 明明我觉得我应该最喜欢小亮。
说话人 1: 嗯，
说话人 1: 这冲突吗？
说话人 1: 你最喜欢小梁，
说话人 1: 小丽也更喜欢小梁冲突吗？
说话人 2: 可我觉得他没那么喜欢我，
说话人 1: 但是我觉得很正常。
说话人 1: 可能因为可能因为你说他喜欢的是臭杨伟男吧，
说话人 1: 你觉得这个理由 make sense 吗？
说话人 2: 我觉得很正常，
说话人 2: 但是我就是觉得还不怎么喜欢我我，
说话人 2: 但是他也不讨厌我，
说话人 1: 也许是也许他讨厌我没感觉到吧。
说话人 2: 一个他他好像上面讨厌别人，
说话人 2: 但是我觉得他跟我没有那么亲近啊，
说话人 2: 就是你你不感觉有需要还跟我亲近，
说话人 2: 只是说我的感觉我只是最近感觉到啊，
说话人 1: 是也不也也不需要亲近加嘛，
说话人 1: 我觉得小丽就是友好就可以了。
说话人 2: 嗯，
说话人 2: 还是挺友好的那他我我没有感觉到他对我不友好，
说话人 2: 也没有觉得任何恶意，
说话人 2: 我只是觉得他就是更喜欢小亮。
说话人 2: 其实我之前就感觉到，
说话人 2: 但是我一直没有讲，
说话人 2: 我没有跟大家讲，
说话人 2: 也没有跟你讲，
说话人 1: 不是没人可能都没人比这个。
说话人 2: 哦，
说话人 2: 对，
说话人 2: 我只是感觉到我我我不觉得有什么，
说话人 2: 就是我说我感觉到了嗯，
说话人 2: 然后我不觉得有什么，
说话人 2: 我也不觉得他必须要最喜欢我，
说话人 2: 不觉得他必须要喜欢我，
说话人 2: 也不觉得他必须怎么样。
说话人 2: 就是我们就正常友好的相处，
说话人 2: 我觉得就已经很够了。
说话人 2: 大他确实也很友好，
说话人 2: 人也很好。
说话人 1: 嗯，
说话人 2: 这我说为什么？
说话人 2: 一方面是因为嗯你知道吗？
说话人 2: 我跟小丽不是面对面吗？
说话人 2: 我给你画一下图，
说话人 1: 背对面吧啊，
说话人 2: 也可以说面对面吗？
说话人 1: 啊，
说话人 1: 我知道说的是面对，
说话人 2: 嗯，
说话人 2: 就是这是我吗？
说话人 2: 这是我。
说话人 2: 然后这是小丽，
说话人 2: 然后这是小梁然，
说话人 2: 然后这是徐笑义，
说话人 1: 对吧？
说话人 1: 嗯，
说话人 1: 是这样的，
说话人 2: 嗯，
说话人 2: 然后这是床的楼梯，
说话人 2: 这是楼梯。
说话人 1: 嗯吧嗯然后小丽每次有啥事，
说话人 2: 他都这样站在这儿，
说话人 2: 对着他俩说好多次了，
说话人 2: 他是让自家一起听的。
说话人 2: 但是开始他每次都站在这个中间，
说话人 2: 然后对着这个地方说，
说话人 2: 就是站在这里，
说话人 2: 然后对着这边说，
说话人 2: 就是很明显到他嗯不是很想跟我说一单从这个站位上来讲的话，
说话人 1: 要是跟大家说的话，
说话人 1: 好像就是要站的靠中间一点。
说话人 2: 可是可是他应该，
说话人 2: 可是如果是我说的话，
说话人 2: 如果是我说什么的话，
说话人 2: 我就会尽量站在这个地方，
说话人 2: 让大家都听见。
说话人 1: 嗯，
说话人 1: 你这个位置更合理一点，
说话人 1: 还能对他就是更偏向于那个偏向于他们两个。
说话人 2: 而且他有什么事情他都会先喊小梁，
说话人 2: 就是先喊小梁。
说话人 2: 可是他跟小杨并不是很亲近，
说话人 2: 我觉得就是因为他们相处的时间并不多，
说话人 2: 他跟小杨甚至都没有共同的一节课。
说话人 1: 不是不是不是不是不是不是你你可能轻视了，
说话人 1: 你之前说小兰那些话在小丽心里的影响，
说话人 1: 你知道吗？
说话人 2: 哎呦，
说话人 2: 我知道了。
说话人 2: 所以我我并没有觉得就是他这样做是不合理的，
说话人 2: 这是我感觉到了。
说话人 2: 所以所以我觉得我以后说话稍微注意一点，
说话人 1: 嗯，
说话人 2: 我我我我本意并不伤害，
说话人 2: 觉得不舒服，
说话人 1: 只是谜底就在谜面上。
说话人 2: 对，
说话人 2: 就是只是说我感觉到了，
说话人 2: 然后还有就是还有就是嗯嗯还有就是他有时候分东西的时候也会先叫小梁，
说话人 2: 就他分给大家的东西，
说话人 2: 不是不分给我，
说话人 2: 他会先叫小梁，
说话人 2: 然后总是最后到我。
说话人 2: 但是我我并不介意这个就是事实上是并不介意的。
说话人 2: 但是就是感觉到就是嗯就是我能感觉到，
说话人 2: 其实之前就能感觉到。
说话人 2: 然后最近一次我为什么突然想说这个是因为呃前一天晚上在讨论什么？
说话人 2: 就是不是说拍那个放在封面上的照片嘛，
说话人 2: 后小梁就掏了一装西套一件西装出来，
说话人 2: 然后然后一个白色的西装，
说话人 2: 他说他就只有这一件脸丑巴巴的。
说话人 2: 我说我说那没事，
说话人 2: 我说我说我都没有然后，
说话人 2: 就是因为我没有，
说话人 2: 所以就是我需要借着她的西装去拍一个照片，
说话人 2: 然后放在那个就是叫什么英语学位英语的 PPT 上。
说话人 2: 因为他不是主讲，
说话人 2: 呃，
说话人 2: 我不是主讲人之一嘛，
说话人 2: 然后小像是介绍主讲人，
说话人 2: 他给我们做一个封面。
说话人 1: 对，
说话人 1: 嗯，
说话人 2: 然后呢然后呢就是我们在说这个事情，
说话人 2: 然后就说到小丽就说到小丽有很多很干练的衣服，
说话人 1: 嗯，
说话人 2: 然后就是说到小丽去爬楼了，
说话人 2: 已经十一点多了。
说话人 2: 嗯，
说话人 2: 就说小丽精神充沛，
说话人 2: 然后就说小丽一定会成功，
说话人 2: 说我们要抱小丽大腿。
说话人 2: 然后我们其实只是开玩笑说嘛，
说话人 2: 小丽不在，
说话人 2: 嗯，
说话人 2: 就是调侃一下。
说话人 2: 然后说到我们跟小丽的共同点，
说话人 2: 然后我当时列举了四个，
说话人 2: 其实我当时现在已经不记得有哪四个了。
说话人 2: 然后我当时列举了四个，
说话人 2: 然后我说我是最最和小丽相同点最多的。
