音频文件: 20251205 234222-BF444D4E_part_003.m4a
说话人 1: 是因为我想保护你的感受，
说话人 1: 想保护我们的感情。
说话人 1: 你所看到的可能才是一种极端克制，
说话人 0: 不是你不需要这么多，
说话人 0: 偶尔对哦，
说话人 1: 他也不是一个，
说话人 1: 就是我单方面发泄完了就醒了的事情，
说话人 1: 我我自己后果也是我自己要面对的，
说话人 1: 你明白吗？
说话人 2: 明白，
说话人 2: 其姐，
说话人 2: 我不想你南常像我，
说话人 2: 但我并不贱，
说话人 2: 我打你两拳，
说话人 2: 那你你还是别打我，
说话人 2: 两拳了，
说话人 2: 一样的力度的话有点不行，
说话人 2: 我觉得打肩膀还行，
说话人 2: 现在现在我也不在。
说话人 2: 嗯，
说话人 0: 就是嗯什么嗯坏的感受，
说话人 2: 对我的感觉就是说一下，
说话人 2: 我觉得更没什么，
说话人 2: 本来就是就是做的也不好，
说话人 2: 我觉得你很可怜，
说话人 2: 每次就很生气，
说话人 2: 然后还要嗯说要怎么做，
说话人 2: 在制定就进步方案，
说话人 2: 你的情绪嗯都这样子，
说话人 2: 嗯，
说话人 2: 这样一点一个火呗，
说话人 2: 变成小火，
说话人 2: 这样一直小火小火等下星星之火可以燎原。
说话人 2: 别人认真讲话的时候最要不要笑，
说话人 1: 相信之后我可以聊天是这么用吗？
说话人 1: 家人，
说话人 2: 你先不要笑我，
说话人 2: 反正就是万一说有一天你觉得就是觉得有点嗯受不了了，
说话人 2: 然后突然怎么办呢？
说话人 1: 你受不了受不了受不了不睡播怎么办？
说话人 1: 受不了受不了怎么办？
说话人 2: 没有受不了，
说话人 0: 就说说啊说受不了还好，
说话人 1: 不能怎么办。
说话人 1: 家人们没有发泄情绪，
说话人 1: 是一个判断吗？
说话人 1: 不是说自动的走了一条，
说话人 1: 呃，
说话人 1: 一有一个什么机制，
说话人 1: 一个系统绑定了，
说话人 1: 绑定了，
说话人 1: 不能发泄情绪，
说话人 1: 这是一个判断。
说话人 1: 嗯，
说话人 1: 其实我觉得 in this case 不应该发泄下去啊，
说话人 2: 你从来没有。
说话人 1: 嗯，
说话人 1: 有一天晚上吧，
说话人 1: 有一天晚上我们在打电话的时候，
说话人 1: 你在讨论我其他的社会关系是不是正常的时候。
说话人 1: 那天晚上我知道我是有情绪的，
说话人 1: 在你从上海离开回到南京的时候，
说话人 1: 后来我知道不管在认知还是在情感上没准备好，
说话人 1: 也没能理解的了。
说话人 1: 所以后面你再说，
说话人 1: 我我也就没说什么没什么，
说话人 1: 我就判断是实际未到。
说话人 1: 你客观的让我讲，
说话人 0: 我会觉得人要成为一个完整人，
说话人 1: 就必须得有其他的社会关系。
说话人 1: 嗯，
说话人 1: 但另外一个客观上的来讲，
说话人 1: 我们刚进入一段感情，
说话人 1: 你需要足够的心理上的安全感。
说话人 1: 那很多其他东西都可以先放一放啊，
说话人 1: 但是我当时我并没有想清楚这个道理，
说话人 1: 所以我记得那天晚上是有情绪的，
说话人 0: 就是那种也是就是如果今天有情绪，
说话人 1: 我的情绪里无非还是带这种反驳你说的话和为自己辩护的感觉。
说话人 1: 那天晚上也是一样的，
说话人 1: 我也是想说，
说话人 1: 我觉得嗯我觉得我受到的指责是没有道理了。
说话人 1: 我也是在反驳，
说话人 1: 你说的话也是在为自己辩护。
说话人 1: 但今天晚上我没有想做这个事情，
说话人 1: 没有想做这个事情，
说话人 1: 是你自己反驳了你自己说的话啊。
说话人 1: 嗯，
说话人 1: 我也觉得我我不想为这种事情为自己辩护，
说话人 1: 你打算 make sense。
说话人 2: 嗯，
说话人 1: 如果想要发泄情绪，
说话人 1: 如果说是辩论吵架，
说话人 1: 那肯定是把这个话上升了。
说话人 1: 你想你刚刚描述的，
说话人 1: 你是说你觉得说这个话是对我的不信任，
说话人 0: 但是暗指别人会出轨，
说话人 1: 这对别人人格上的否定没有不信任这么简单，
说话人 1: 但是这样上升没有意义。
说话人 0: 因为你都没想到这些嗯让你说那句话是一种不安全感，
说话人 1: 不是一种理性判断判断，
说话人 1: 判断的也是别的东西，
说话人 0: 判断的也是早早形成的。
说话人 0: the the the 早到形成一个事儿，
说话人 1: 知道行，
说话人 2: 那你不要告诉别人嗯什么东西，
说话人 1: 你不要总说别人什么东西啊，
说话人 0: 道理什么什么道理，
说话人 1: 不要告诉别人，
说话人 2: 你不要跟别人说什么什么道理，
说话人 1: 不要告诉别人，
说话人 2: 就是不要你不要告诉别人，
说话人 2: 反正什么东西不要告诉别人，
说话人 1: 我没弄明白，
说话人 0: 说什么不要不要找个脸颊，
说话人 2: 找个找都都不要跟不要跟别人讲，
说话人 2: 你跟我讲过的话，
说话人 1: 嗯，
说话人 1: hello hello，
说话人 1: 算不上给你讲过的话，
说话人 2: 可是不要别让我这样说，
说话人 2: 你不要等人解释用多任何跟情感有关系，
说话人 1: 是私密的，
说话人 1: 是属于我们的话，
说话人 1: 他肯定都是在我们的这个亲密空间里。
说话人 1: 如果我跟别人说的话，
说话人 1: 就会破坏我们这个亲密空间，
说话人 1: 我理解这一点一个字都不能说啊。
说话人 1: 我弟嗯怎么又变成什么都不能说了。
说话人 1: hello，
说话人 1: 可以说吗？
说话人 1: 咱们觉得合理吗？
说话人 2: 不要不要跟没打招呼，
说话人 0: 哼，
说话人 1: 等着我同意呢。
说话人 1: 家人，
说话人 2: 别的你别跟别说，
说话人 2: 别和别人说话，
说话人 2: 别跟别人打视频，
说话人 2: 别跟别人打电话，
说话人 2: 别跟别人发消息了别跟别人打视频，
说话人 2: 别跟别人打电话哦，
说话人 1: 外卖骑手能不能接，
说话人 2: 我不要接。
说话人 0: 外卖骑手今天起来，
说话人 1: 第一句问，
说话人 1: 喂，
说话人 1: 你男的女的有的，
说话人 1: 我先挂了，
说话人 1: 拜拜。
说话人 2: 你别跟充电器换了，
说话人 2: 万一充电器有钱没人给了怎么办？
说话人 1: 他没要给我，
说话人 1: 就得从了他。

============================================================
