音频文件: 20251205 234222-BF444D4E_part_001.m4a
说话人 0: 他后面的论证是他自己心里被被你挖出来被被你们的对话挖出来的东西，
说话人 0: 那那其实是他想表达的。
说话人 0: 嗯，
说话人 2: 但是直接说这个很难为情了，
说话人 0: 直接这个说这个很难为情了。
说话人 0: 但如果这个对话这个语境变成了你用你的语言和行为表示你是他很好的朋友。
说话人 0: 比如说你听到这个话反驳或者是哭了出来，
说话人 0: 嗯，
说话人 0: 那他再说这话就变成了解释，
说话人 0: 就不是直接说这个怎那么难为情啊，
说话人 0: 前面那么说只是个由头啊，
说话人 0: 后面才知道真的想说了，
说话人 1: 你为什么名字在笑啊，
说话人 0: 我我是感觉你们俩都很萌。
说话人 0: 小宝需要先说一个这玩意儿来表达自己内心的那个感受。
说话人 0: 然后他确实很其实很管用，
说话人 0: 其实很管用。
说话人 0: 他说完了就马上有效果。
说话人 0: 然后你们这个沟通才能就是才有一个机会让他把这个想法感受说出来。
说话人 0: 就如果这个事情不是以一个开玩笑作为由头的，
说话人 0: 可能就会变得很严肃，
说话人 0: 很会我觉得会更让你有压力。
说话人 2: 嗯，
说话人 0: 比如说小宝说我一直拿你当你是很好朋友，
说话人 0: 但是你从来都不跟我什么什么什么。
说话人 0: 你们这样吵一架的话就可能会就很难受啊。
说话人 0: 但是他那样说的话，
说话人 0: 整体的基调和氛围就像最起码是那个玩笑里。
说话人 0: 但是他结尾也落在了，
说话人 0: 说他是在开玩笑之上，
说话人 0: 对吗？
说话人 1: 反正反正我觉得不好笑，
说话人 1: 我不觉得好笑，
说话人 0: 你觉得不好笑，
说话人 0: 在他看来就是你更在意他和这段友情。
说话人 0: 对啊，
说话人 0: 所以所以你经常不跟他一起吃饭或者干嘛的，
说话人 0: 他需要知道你也很在意这份友情，
说话人 0: 你觉得不好笑，
说话人 2: 就是一种回答号，
说话人 0: 你给了他一个答案，
说话人 0: 你感觉这个团忙吗？
说话人 0: 我感觉这个很萌吗？
说话人 0: 这都不忙，
说话人 2: 并不比这更糟糕的是，
说话人 0: 但但是小宝不会应该不会这样，
说话人 0: 就是比这更糟糕的是，
说话人 0: 就是因为你的就是没办法经常一起吃饭干嘛，
说话人 0: 他就是默默的觉得没那么要好，
说话人 1: 他就是有时候他肯定就这样偷偷摸摸这样觉得。
说话人 0: 嗯，
说话人 0: 那他之所以来开这个玩笑来获得一个答案，
说话人 0: 获得一个验证，
说话人 0: 说明他 care 对吗？
说话人 2: 不知道几分要开这个玩笑，
说话人 0: 要起这个由头是他做的事情，
说话人 0: 你没做啥，
说话人 0: 你怎么还在这儿给他打分，
说话人 1: 不知道他觉得几分什么，
说话人 0: 他觉得几分，
说话人 1: 但就是不知道觉得他为了要验证我们双向的友情，
说话人 0: 他才开的这个玩笑不让他给我讲，
说话人 1: 哼，
说话人 1: 他给我几分，
说话人 0: 他给你一个机会，
说话人 0: 给你个机会，
说话人 1: 他给我一个机会，
说话人 1: 那你给我一个机会吗？
说话人 0: 我给你无数个机会，
说话人 0: 他给你这个机会，
说话人 0: 就是他要开了这个玩笑，
说话人 0: 你才有机会去解释你去自习试什么什么的，
说话人 0: 你才能说些话出来。
说话人 0: 不然的话就是他自己默默的失落啊，
说话人 0: 自己调整，
说话人 0: 你啥也不说，
说话人 0: 就这样没了。
说话人 0: 哎呀，
说话人 0: 就这样，
说话人 1: 这样我声音很害对呀，
说话人 1: 你把这些。？ 装饰了一下怎么样？？？
说话人 2: 嗯嗯，
说话人 2: 他头上这些是什么？
说话人 0: 这个是抽纸撕下来那一条，
说话人 0: 那个口两包两包呗，
说话人 1: 哪来的两包啊？
说话人 0: 两包抽纸，
说话人 0: 这个是一张便利贴，
说话人 1: 哪来的便利贴啊？
说话人 0: 从一堆便利贴里撕的便利贴儿，
说话人 1: 而这些都是我的脸。
说话人 2: 嗯，
说话人 1: 你很多给你这没写，
说话人 2: 那个总是给你写啊，
说话人 0: 现在写现场里面写。
说话人 1: 嗯，
说话人 2: 不要我不要见着你我从我从新哦把小羊吹倒啊，
说话人 0: 看这个能这法吹倒神不生气啊。
说话人 0: 老虎，
说话人 1: 你杀死了一只小羊，
说话人 0: 嗯嗯，
说话人 0: 小羊别闻到了小杨成长给店长一只这小羊能开支的告诉你们，
说话人 0: 嗯，
说话人 1: 明天我要做 PPT，
说话人 1: 再见，
说话人 0: 拜拜。
说话人 1: 我们组长让我们用蓝色的，
说话人 0: 嗯，
说话人 1: 但是我可以反你那个组你想要的话，
说话人 0: 再做几个蓝色的给你给你点元素呀，
说话人 1: 不用，
说话人 1: 我反正就能做。
说话人 0: 嗯，
说话人 0: 左两张左右用用小八做的小八就是蓝色，
说话人 2: 还不是。
说话人 1: 但是那个小白兔那个小白兔发消息说，
说话人 1: 小丽说更不想和小男友直体接触哦，
说话人 1: 然后还说想到因为我总在寝室说追追啥，
说话人 1: 他说想到这个，
说话人 1: 我说了这些追追傻子，
说话人 1: 觉得怪恶心的什么。
说话人 1: 我老在寝室说了点黄事，
说话人 1: 小杨跟我是特别志气相投，
说话人 1: 我俩总总在一块说这个他俩总说这个嗯那时候就挺直说，
说话人 1: 然后小丽说想到这些结论，
说话人 1: 但是很奇怪。
说话人 1: 然后小丽她又说要生孩子，
说话人 1: 可是生孩子必须要面对这些。
说话人 0: 小丽说她想生孩子，
说话人 0: 我记得她说她是传统什么之类的，
说话人 1: 因为他说他觉得他就是得要一个，
说话人 0: 那从来没说过他面啊，
说话人 0: 那从来没说过有生理上的想要或者什么呀，
说话人 0: 生孩子又跟这个没关系，
说话人 0: 就跟压根没有，
说话人 0: 就他说的生没关系，
说话人 1: 你不做哪来的孩子啊？
说话人 0: 你你这说的就是一个因果了，
说话人 0: 但是他并不一定想他只想要这个结果啊，
说话人 0: 他只想要这个结果咋办？
说话人 0: 那肯定还是做啊，
说话人 0: 就想要这个结果忍一下能怎么样，
说话人 1: 这整啥呢？
说话人 1: 这是。
说话人 0: 然后小梁说小丽心冷淡，
说话人 1: 我之前也说小丽心，
说话人 1: 我大来着，
说话人 1: 我能说吗？
说话人 0: 能说但是到这个年纪恋爱还喜欢对方，
说话人 0: 不想用肢体接触。
说话人 1: 他说他每次和呃小兰聊天的时候，
说话人 1: 就觉得很上头。
说话人 1: 跟小兰说，
说话人 1: 小兰说一些话的时候，
说话人 1: 他见面的时候并不想跟小兰亲密接触。
说话人 1: 因为我上次跟你见面，
说话人 1: 我说了我被你公报了。
说话人 0: 嗯，
说话人 1: 你小丽说她并不期待，
说话人 1: 就是进去肢体接触。
说话人 1: 我说哎呀，
说话人 1: 我说我忘了说啥，
说话人 1: 反正那随便说点啥吧，
说话人 1: 别也没说出。
说话人 1: 对，
说话人 2: 忘办了我，
说话人 1: 我永远再也不说了，
说话人 0: 要永远再也不说了，
说话人 0: 永远再也不说啊。
说话人 0: 你看这个事情，
说话人 0: 你这个事情你也跟我说，
说话人 0: 你说你本意上不是想冒犯他吗？
说话人 0: 是你说小兰臭杨伟男，
说话人 0: 你说你开玩笑笑，
说话人 1: 说讲讲风格格是这样哈。
说话人 0: 开个玩笑，
说话人 0: 讲话风格是这样，
说话人 0: 本意上不想冒犯，
说话人 0: 这都是你的辩护理由。
说话人 0: 你自己想想这三个有没有任何一个是重要的 nobody care，
说话人 1: 我下次会改着呢。
说话人 1: 我现在在我从从上次这次还说下来，
说话人 1: 我一记下来看看都没有说，
说话人 1: 我还说我还就是不是你改。
说话人 0: 你是你是你是整个 minsite 有变化，
说话人 0: 还是说你把它当成是一个清单上的，
说话人 0: 有一项给划掉啊，
说话人 1: 我们掉划掉，
说话人 1: 然后慢慢的来转变可以吗？
说话人 0: 你知道是什么要转变吗？
说话人 1: 家人们不要说冒犯别人的话，
说话人 0: 不够本质，
说话人 0: 这还是清单上的一项。
说话人 1: 这是什么关注别人的感受？
说话人 0: 这是你的说话风格，
说话人 0: 你只是开玩笑，
说话人 0: 你主观上没有想冒犯啊，
说话人 1: 关注别人的感受，
说话人 0: 关注别人的感受是是，
说话人 0: 但是他客观他他要关注别人的感受是个意愿，
说话人 0: 是个意愿。
说话人 0: 嗯，
说话人 0: 但是认知上的做到是你得知道你的行为它有客观上的影响。
说话人 0: 你一弄，
说话人 0: 就是我只是开玩笑，
说话人 0: 这是我的说话风格。
说话人 0: 我主观上没有想到哈，
说话人 0: 是我知道，
说话人 0: 但是行为本身有客观影响，
说话人 1: 我承认是这样的，
说话人 1: 但是而且我决定现在开始改正了。
说话人 1: 就是对大家都这样，
说话人 0: 不是是对自己的行为意识到他有客观影响就行吗？
说话人 0: 啊，
说话人 0: 不是说你要对这个小心翼翼，
说话人 0: 对那个小心翼翼，
说话人 0: 对这个小心翼翼没人 ask for this。
说话人 1: 好，
说话人 1: 我告诉你一个事情嘛，
说话人 1: 就是说下次不论小丽说什么太奇怪，
说话人 1: 人和事，
说话人 1: 我可不可以都直接就是说就是说不给出这个犀利的评论哦哦哎就这么说，
说话人 2: 哎，
说话人 1: 然后别人说是系列评论的时候，
说话人 1: 我最多附和一句啊，
说话人 0: 这个想说我可以告诉你，
说话人 1: 然后对你说吗？
说话人 0: 可可以，
说话人 0: 但是你你有没有发现这个事情是有一致性的呀，
说话人 0: 和什么友谊致性，
说话人 0: 和什么友谊之性。
说话人 1: 我对大家都这样，
说话人 0: 我那天让你接听性寒示的时候，
说话人 0: 你怎么说，
说话人 0: 我主观上没有性寒示。
说话人 0: 那你看这三个又能对上，
说话人 0: 我主观上没有性暗事，
说话人 0: 那只是照片而已，
说话人 0: 那不过是我的拍照风格。
说话人 0: 好，
说话人 1: 可以，
说话人 0: 那不过是我的说话风格，
说话人 0: 那只是开玩笑而已。
说话人 0: 我主观上没有想冒犯啊。
说话人 0: 可以，
说话人 1: 请把你手机，
说话人 1: 我西安室照片全删掉。
说话人 0: 又这样又这样又这样，
说话人 2: 就是我就这样啊，
说话人 1: 就这样，
说话人 0: 那就这样吧，
说话人 0: 那就这样，
说话人 0: 哼，
说话人 1: 我有没有没有一点点寂寞？
说话人 0: 有啊有，
说话人 0: 可是你想让他真正的有松姐，
说话人 0: 嗯，
说话人 0: 不能看太表面的事情。
说话人 0: 从很早之前你就觉得它是一个清单的问题，
说话人 0: 就给你一个 checklist 的就行了。
说话人 0: 很早你就这么想，
说话人 0: 嗯，
说话人 0: 你想这这个应该是无限的，
说话人 0: 就这个 mindset 背后它行为可以是无限种。
说话人 0: 你你把每个雷踩一遍清单上的东西，
说话人 0: 就一项一项多出来，
说话人 0: 就你想要的清单哦。
说话人 0: 关键是他这有的时候如果是大雷呢，
说话人 0: 就你像你像小丽，
说话人 0: 她没有把你说小兰这些话当太那什么，
说话人 0: 现在只是跟你关系一般而已。
说话人 0: 嗯，
说话人 0: 如果他跟小兰说一嘴，
说话人 0: 小兰超级不高兴，
说话人 0: 不是小兰，
说话人 0: 小兰超级不高兴，
说话人 0: 小兰一给我爆炸，
说话人 1: 那可不可以不要跟小兰说这些啊，
说话人 0: 你觉得你觉得呢？
说话人 0: 你觉得呢？
说话人 0: 人家两个可能是最亲密的人我不要买衣服借给他，
说话人 1: 不要跟小兰在一起换一个换一个，
说话人 1: 连一句坏话都不说了。
说话人 2: 本来但是下次如果再有谁碰到这样的问题，
说话人 1: 我就像你一样很客观的说，
说话人 1: 我说我只说他这个抓情有丑，
说话人 1: 这个事情我说这是不尊重的行为。
说话人 1: 然后如果身体不好的话，
说话人 1: 我就说我就别说了。
说话人 1: 我就说呃嗯哦啊哦哎哎这样说你这样说吧，
说话人 1: 有一个事情嗯，
说话人 1: 你被消除了，
说话人 0: 为啥我们俩都穿白色？
说话人 0: 所以呢你被消除了，
说话人 0: 为什么两个就可以消消消乐不是三个才能消，
说话人 1: 不是啊，
说话人 1: 你你不也让你被消除了。
说话人 1: 哦，
说话人 1: 讨厌死这个臭小兰，
说话人 1: 我本来就对他不是很满意，
说话人 1: 虽然他不是跟我恋爱，
说话人 1: 但是我还是要挑剔一下。
说话人 0: 其实你不满意的人跟你不亲近是对的。
说话人 0: 你不满意的人跟你反而很亲近。
说话人 0: 这个你不满意的人，
说话人 0: 做的不好的事情，
说话人 0: 会影响到跟你真正亲近的人我没跟小兰亲近。
说话人 0: 我我说不亲近是对的，
说话人 0: 跟小丽不亲近也是对的。
说话人 0: 你想让大家都喜欢，
说话人 0: 你是不对的。
说话人 0: 我我知道你没有说我知道你没有说小易其实很友好，
说话人 1: 他老是给我们分吃的。
说话人 1: 每错我跟他有我有一节课跟阿一起，
说话人 1: 他老载我去。
说话人 0: 嗯，
说话人 0: 他跟你没有那么亲近是对的啊，
说话人 0: 不是说可以理解而已，
说话人 0: 是对的，
说话人 0: 是对你好的。
说话人 0: 这个自然选择是对你好吗？
说话人 2: 就是觉得自己是一个很很无遮拦之人，
说话人 1: 当然我知道这是表面，
说话人 0: 下次我会注意的。
说话人 1: 如果他穿着我的衣服，
说话人 1: 约会成功，
说话人 1: 可以给我拉点好感度吗？
说话人 1: 我并不希望他未来讨厌我，
说话人 2: 因为我也不讨厌二零一八年二二零一八年一二二一月十二零零二二二二二二二二十二二一一。
说话人 0: 他只要是还算是一个理性的人，
说话人 0: 他你没有做过分的事情。
说话人 0: 其实他不应该会因为那些事情讨厌你，
说话人 0: 而且他也能分得清楚是开玩笑，
说话人 0: 只是客观上那些话让人不舒服而已。
说话人 2: 喝酒小兰就不一定，
说话人 1: 他不会告诉小兰的吧。
说话人 1: 这话这么难，
说话人 1: 我目前小兰给我的外号是钩子姐，
说话人 1: 我觉得小兰应该并不知道，
说话人 1: 否则她应该叫我杨伟姐，
说话人 0: 这是多么有利的判断，
说话人 0: 这是多么有利的判断。
说话人 1: 我不想开瓜了。
说话人 0: 哎，
说话人 0: 宝贝，
说话人 0: 你这个床头和我之前在洛阳的时候，
说话人 0: 那那个床的床头长得好像嗯这一部分好像再抬一点，
说话人 0: 再抬一点，
说话人 0: 再抬一点一样。
说话人 0: 那个侧边呢侧边呢侧边呢侧边是什么？
说话人 0: 侧边它有没有什么特殊的样子？
说话人 1: 没有，
说话人 1: 就这样，
说话人 0: 我们有个一样的床头，
说话人 1: 是不是？
说话人 1: 这床很小。
说话人 1: 哎，
说话人 0: 那我的床大小不一样吗？
说话人 0: 床头都就长这样，
说话人 1: 你吵袭我吧，
说话人 0: 确实是你先有洛阳哪个床床，
说话人 0: 就是我在德德住的那个床床，
说话人 1: 德源是哪？
说话人 0: 那住了？
说话人 0: 在洛阳住的时间就是上大学之后租房租时间最长的那个地方，
说话人 0: 绿色的窗帘儿正也没人给我拍过，
说话人 0: 不可能。
说话人 2: 我不信没道理没道理，
说话人 1: 对此我去洗手间，
说话人 0: 拜拜啊，
说话人 0: 拜拜哦。
说话人 1: 对，
说话人 1: 你知道吗？
说话人 1: 我告诉你事，
说话人 1: 事情完完再去。
说话人 0: 好，
说话人 0: 嗯嗯，
说话人 0: 今天走嗯，
说话人 1: 想不想听？
说话人 2: 赶先把指坠套上好看好行，
说话人 1: 下次去那里就用这个。

============================================================
