音频文件: 20251205 234222-BF444D4E_part_005.m4a
说话人 0: 有老公了，
说话人 0: 再见，
说话人 0: 滚吧。
说话人 2: 而且你根本就不如你儿子什么东西啊，
说话人 2: 我接你的剧情，
说话人 0: 你的剧情是什么？
说话人 0: 你刚刚说啥没亲亲我说，
说话人 2: 你没有补充上的话了，
说话人 2: 再再也不会去跟你逛上了，
说话人 2: 而且你知道吗？
说话人 2: 你根本不如你儿子，
说话人 0: 而且我告诉你，
说话人 0: 不要再给我打电话，
说话人 0: 给你拉黑了，
说话人 0: 找找你。
说话人 0: 男性朋友，
说话人 0: 去逛山姆检点一点，
说话人 1: 要不然告诉你老婆。
说话人 0: 而且其实我跟你儿子根本没乱伦，
说话人 0: 我是故意说出吓你了。
说话人 0: 其实你儿子才是只是一个婴儿飞机，
说话人 0: 你再砸我，
说话人 0: 打死我吧，
说话人 0: 我不会还手的，
说话人 0: 就算见面打，
说话人 0: 我也不会还手，
说话人 1: 但是拜拜。
说话人 0: 嗯，
说话人 0: 老公爸爸不是说一天至少给两次吗？
说话人 2: 所以呢然后呢怎么然后呢，
说话人 0: 然后后面不用再点了，
说话人 0: 后面不会下去。
说话人 2: 嗯，
说话人 0: 哦后面指的是八小时后，
说话人 0: 嗯，
说话人 0: 别嗯，
说话人 0: 你现在给我减封了吗？
说话人 2: 重要吗？
说话人 0: 重是在根本没那么早呀，
说话人 0: 哈哈嗯，
说话人 0: 哦好吗？
说话人 2: 不知道你不知道不知道，
说话人 0: 你困吗？
说话人 2: 麻木了吗？
说话人 2: 有点麻木啊，
说话人 2: 挺麻呀。
说话人 0: 其实我刚刚在做炒米心面，
说话人 0: 嗯，
说话人 1: 而且我乱说的可以让我的小羊坐起来站起来哦，
说话人 1: 十四点多少钱多少钱了。
说话人 2: 然后我突然想到一个事情，
说话人 2: 什么那条围巾你就拍过他一次，
说话人 0: 然后从来就没出镜过，
说话人 0: 这咋剪了吗？
说话人 0: 然后又在这打我的小羊泄愤，
说话人 2: 我的小早在某术真的技术该剪烂了吧。
说话人 2: 我的小羊，
说话人 0: 什么？
说话人 0: 你的小羊，
说话人 0: 你你勾过他吗？
说话人 1: 我请问有一针一线是你的功劳吗？
说话人 2: 他在我家住时间长，
说话人 2: 在你家住时间长，
说话人 0: 他在我家刚完成就去你家了啊，
说话人 2: 全部都是我把他带大的，
说话人 2: 收收他百分之九十九的生命都在这儿，
说话人 2: 知道你是谁呀，
说话人 2: 你放个屁吧。
说话人 1: 哈哈我告诉你，
说话人 0: 这小羊在市场上无法购买的搜，
说话人 2: 我知道无法购买的骚，
说话人 0: 说明这只是我的羊在这儿是我法购买到说明这是我的羊，
说话人 0: 我给这个羊藏了一个秘密之处，
说话人 2: 你不知道我给这羊藏两个秘密之处，
说话人 2: 你不知道。
说话人 0: 哎，
说话人 0: 你说你先说一个，
说话人 2: 你先说一个，
说话人 0: 我一共就一个。
说话人 2: 那凭什么我先说哦，
说话人 0: 行，
说话人 0: 可以就这样折磨，
说话人 2: 就这样蒸吧，
说话人 2: 蒸吧蒸吧蒸吧蒸吧蒸吧，
说话人 0: 什么意思啊？
说话人 2: 前后鼻音什么意思？
说话人 0: 就这样争吧，
说话人 0: 拜拜。
说话人 0: 就这样直播了，
说话人 0: 你又跟我拜拜，
说话人 0: 还把我小人打走，
说话人 2: 我去洗手间，
说话人 0: 你不许去洗手，
说话人 0: 别打我别打，
说话人 0: 那你带着我去聊聊吧，
说话人 2: 不带你聊聊啊，
说话人 0: 聊我舔舔你的手就不用洗了。
说话人 1: 小孩儿大人尿尿，
说话人 1: 什么大人尿尿小孩不要不要跟着拜拜啊。
说话人 0: 哈哈，
说话人 0: 闻到臭味了，
说话人 0: 臭子谁让你玩了，
说话人 2: 你允许你玩了吗？
说话人 0: 你把你把这这这放我眼前了，
说话人 0: 就这个味儿，
说话人 0: 我就喜欢这个味儿。
说话人 2: 嗯嗯，
说话人 0: 啊陪我一会儿，
说话人 0: 等你别生气了，
说话人 0: 再睡吧，
说话人 0: 我别把嘴气晕，
说话人 2: 趁着气晕直接睡着，
说话人 0: 不要，
说话人 0: 这太好玩了，
说话人 2: 那怎么办？
说话人 2: 根本没办法，
说话人 2: 这都是没办法的事要嘛叫嘛。
说话人 0: 我今天是个人样子，
说话人 2: 先生，
说话人 2: 来让我们来听听你的狗屁妙招吧。
说话人 0: 狗屁吧，
说话人 0: 什么来说一次吧，
说话人 1: 什么什么东西说的啥什么什么，
说话人 2: 说的啥什么什么什么什么，
说话人 0: 你现在就这样对我吧，
说话人 0: 我想看一下你豆豆可以以我想看一下豆子过去掏钱了吗？
说话人 0: 就是看快点嘛，
说话人 0: 不让看一帮我眼豆子这么这么严实，
说话人 0: 为什么不好看？
说话人 0: 不告诉你我充会员啦，
说话人 2: 你会员你会员已经道歉了二十多年了，
说话人 1: 刚才老铁们觉得这个女孩还可以得到原谅吗？
说话人 0: 还有们支持我得到原谅的，
说话人 0: 在这个公屏上给我扣一波，
说话人 0: 扣一波这个一吧，
说话人 0: 和我这个一，
说话人 0: 我看一下有没有老铁支持我，
说话人 0: 有没有老铁支持我，
说话人 0: 我有很多家人支持，
说话人 0: 可可以不？
说话人 2: 没人扣一，
说话人 2: 他们扣的都是十一小好吧。
说话人 0: 哥哥，
说话人 0: 你坐起来吧，
说话人 0: 我们一起坐起来吧，
说话人 0: 你可以大声一点啊，
说话人 0: 真的还挺聪明。
说话人 0: 我说你看我近一点，
说话人 1: 不要听花我我看一下，
说话人 0: 我我来问你个问题，
说话人 0: 你别闭眼睛睁眼睛声大一点吧，
说话人 0: 这样不是不是这样这样看着我。
说话人 0: 嗯嗯，
说话人 0: 好嗯，
说话人 0: 你还生气吗？
说话人 0: 在吗？
说话人 1: 你不知道嗯，
说话人 0: 别闭眼睛，
说话人 0: 嗯，
说话人 0: 你该睡觉了，
说话人 2: 不知道，
说话人 1: 你可以亲一下啊，
说话人 1: 而，我决定。。
说话人 0: 为什么要告诉你？
说话人 0: 嗯，
说话人 0: 你决定就行，
说话人 2: 拜拜。
说话人 0: 我跟你讲，
说话人 1: 我我听哎有别，
说话人 0: 别不理我，
说话人 2: 你知不知道？
说话人 1: 嗯，
说话人 2: 阿尔兹海默症我们会管它叫 disease，
说话人 2: 它是一种疾病。
说话人 1: 但是 ADSD 我们会叫它是一种 empoonment，
说话人 2: 你别管怎么翻译的，
说话人 2: 怎么翻译的。
说话人 2: amant。
说话人 2: 但是它其实是一种 mismatch，
说话人 2: 它并不是它是一种 treat、
说话人 2: 一种特质，
说话人 2: 一种特征。
说话人 2: 它不是，
说话人 2: 他是因为在现在这个人际关系社会环境下，
说话人 2: 功能上稍微有一点点，
说话人 2: 怎么有回音啊？
说话人 2: 嗯，
说话人 2: 现在没有了哦，
说话人 2: 现在没有了。
说话人 2: 他是因为嗯哦哦谢在啊，
说话人 2: 他是，
说话人 2: 因为他是因为他是，
说话人 2: 因为他是因为环境变化，
说话人 2: 但其实 ADHD 又被有些学者叫猎人特质。
说话人 1: 嗯，
说话人 2: 就是在之前的采集狩猎的大背景下面，
说话人 2: 你如果本身你的特质就是并不能集中在一件事情上，
说话人 2: 而且要一直动，
说话人 2: 你其实是会是很好的。
说话人 2: 猎人，
说话人 2: 你总是能发现猎物总是能反应猎物猎务在哪儿，
说话人 2: 总是做调整？
说话人 2: 它不是它不是一种疾病，
说话人 2: 它不是我们不管它叫一种 disease，
说话人 1: 它是一种 neurobiology trade 神经生物学特质。
说话人 2: 嗯，
说话人 2: empronment imppartment 本质上是一种 miss match，
说话人 1: 就是有足够的多巴胺的时候，
说话人 2: 有足够的多半的时候，。。 注意力缺陷就会。。 反而变成一种hyper focus,超级转注。。
说话人 2: 当有足够的多巴胺的时候，
说话人 2: 比如说在性的过程，
说话人 2: 嗯，
说话人 2: 但是如果有的 ADHD 啊性不是一个它能够分泌多巴胺的活动的话，
说话人 2: 就会比较糟糕。
说话人 2: 比如说做爱的时候，
说话人 2: 不断的想到别的东西打断这个过程。
说话人 2: 所以出现分化，
说话人 2: 要么是 harper focus 超级集中。
说话人 2: 要么是其实被打的嗯，
说话人 2: 对这个特质它可以被不同的利用，
说话人 2: 就是利用的好的话，
说话人 2: 在某些情景下是一种 happper focus。
说话人 2: 嗯，
说话人 2: 想要注意到一些东西，
说话人 2: 我想要记得一些东西，
说话人 2: 本身就是有方式有技巧。
说话人 2: 嗯，
说话人 2: 比如如果只是说假设嗯假设如果你想要记住上一个话题，
说话人 2: 上上一个话题，
说话人 2: 其实随手一记就可以。
说话人 2: 嗯，
说话人 2: 假如你想要 focus，
说话人 2: 在对方说的话上，
说话人 2: 其实你们的对话模式可以是他说完了之后，
说话人 2: 你你总要记得你去总结和复述他说的话，
说话人 2: 你脑子里有这个任务，
说话人 2: 你很难跑跑。
说话人 2: 事者说，
说话人 2: 他每说几句话都停下来给你总结一下。
说话人 2: 嗯嗯，
说话人 2: 你你觉得你注意不到某些出口的话，
说话人 2: 我们可以说他是中枢神经不够活跃啊，
说话人 2: 在临床上，
说话人 2: 大多关于 ADHD 的药物都是这个机理。
说话人 2: 它会让你这个更活跃，
说话人 2: 更能控制自己。
说话人 2: 就是看起来 ADHD 是更多动，
说话人 2: 但实际上是因为中枢不够活跃。
说话人 2: 嗯，
说话人 2: 强眼皮质这里更活跃是意味着更多的控制。
说话人 2: 嗯，
说话人 2: 但绝大多数的就是不严重的 attention。
说话人 2: deficit 本身就是实际上就是呃自自己靠调整认知来的啊，
说话人 2: 就意识到自己有这个特质，
说话人 2: 然后能找到属于自己的方式方法。
说话人 2: 嗯，
说话人 2: 它本质上不是不好的事情，
说话人 2: 但它可能会有不好的影响。
说话人 2: 方式方法是用来减轻影响，
说话人 2: 不是要治疗治愈什么东西不管吗？
说话人 2: 你觉得你有 attention dificsiity，
说话人 0: 有的时候缺得有嗯，
说话人 1: 早饭不够的时候有嗯，
说话人 2: 在这儿不纠纠嗯，
说话人 0: 好像没有那么严重。
说话人 2: 嗯，
说话人 2: 对，
说话人 2: 不用纠结。
说话人 2: 这个我想说的就是不用纠结，
说话人 2: 这个不用纠结有没有到临床上的哪一个哪一个标准。
说话人 2: 嗯，
说话人 2: 是严重的中度是轻度在这个光谱上的哪个位置，
说话人 2: 不用你不用纠结这个，
说话人 2: 你就只看效果就好。
说话人 1: 嗯，
说话人 2: 就嗯，
说话人 2: 如果你的注意力缺陷影响到了你学习，
说话人 2: 呃，
说话人 2: 就纯粹的学生时代，
说话人 2: 你你只想要学习，
说话人 2: 如果注意力缺陷影响到了你学习，
说话人 2: 你这时候就会需要干预。
说话人 2: 比如说你会勤记一些东西来对抗工作记忆的，
说话人 2: 被解占有的时候可能会需要用药。
说话人 2: 嗯，
说话人 2: ADHD 的药它它跟其他的你能听到的抑郁百普尔这些药不是一类药，
说话人 2: 不要理解错，
说话人 2: 跟这些药完全不是一类药。
说话人 1: AHD 是一种怎么形容起效，
说话人 2: 代谢超快的，
说话人 2: 要今天吃，
说话人 2: 今天代谢掉，
说话人 2: 明天啥也没有了，
说话人 2: 所以明天还要吃。
说话人 2: 嗯，
说话人 0: 我看美剧里面老外老吃这个嗯在国外有很多滥用的情况。
说话人 2: 嗯，
说话人 2: 有的人会把 ADHD 的药当聪明药，
说话人 0: 嗯，
说话人 0: 还要当专注药，
说话人 2: 嗯，
说话人 2: 但它就是提高你嗯中枢系统的活跃性，
说话人 2: 嗯，
说话人 2: 它但它不会让人变聪明啊。
说话人 0: 嗯可以在国内什么渠道买到吗？
说话人 2: 自己不要想去买这个药啊，
说话人 2: 医生诊断了才才可以，
说话人 2: 这肯定不这样就没给诊断。
说话人 2: 那不可以，
说话人 2: 不要去其他途经的，
说话人 0: 你先懂吗？
说话人 0: 不是，
说话人 0: 那只是想试一下这个药，
说话人 2: 药效找医生试一下啊。
说话人 0: 医生给试宝贝，
说话人 2: 你肯定是到诊断标准的，
说话人 2: 你肯定是到诊断标准了程度的问题而已。
说话人 2: 它只是一种特之前怎么没告诉我，
说话人 2: 我觉得它是一种特质，
说话人 2: 嗯，
说话人 2: 而且本身就是可以不干预的。
说话人 0: 所以我中学同学大学同学，
说话人 0: 他们说的觉得我有多动症，
说话人 0: 也许也是也不是完全在开玩笑，
说话人 0: 这他们也感觉到了，
说话人 1: 真的不是多动症。
说话人 0: 那中文名就叫这个，
说话人 0: 别人都不叫他 ADH，
说话人 2: 中文名也不叫这个，
说话人 0: 大家都这样，
说话人 0: 叫他们多动症，
说话人 2: 对应的英文也不是 ATHD。
说话人 2: 就嗯你你本身也没有多动症的情况，
说话人 2: 就强迫的非要动。
说话人 2: 我觉得你本身是 attention，
说话人 2: deficit 明显没有什么明显的多动。
说话人 2: 就算是你说话的时候要手舞足蹈，
说话人 2: 或是要走来走去，
说话人 2: 这也不是多动症好吗？
说话人 2: 这不是多动症，
说话人 2: 这是这还是 attention galaxy，
说话人 2: 就是你需要 focus 在这个话题上，
说话人 2: 但是你多巴胺含量比较低，
说话人 2: 你需要这样更兴奋一点，
说话人 2: 或者走来走去，
说话人 2: 才能 focus 在这个话题上。
说话人 2: 这不是多动症，
说话人 0: 那我应该挂哪一科呢？
说话人 2: 嗯，
说话人 2: 可以，
说话人 2: 什么科都不挂就可以，
说话人 2: 不不就诊啊。
说话人 2: 本身大多数的 ADHD 就是不需要吃药了。
说话人 0: 你可是这药代谢又很快又有效果，
说话人 2: 但是可能会有依赖啊，
说话人 2: 就是你想不是说生理上的依赖啊，
说话人 2: 就是你只有吃这个药，
说话人 2: 你才是工作学习、
说话人 2: 亲密关系能照顾的好，
说话人 2: 你你不觉得吗？
说话人 0: 再戒掉我们就一直吃就好了。
说话人 2: 终身服药难道是一个完全没有负担的事情吗？
说话人 0: 不是当天那些代谢任务。
说话人 2: 对啊，
说话人 2: 每天都吃啊，
说话人 2: 你不觉得是一个有负担的事情吗？
说话人 2: 对，
说话人 2: 大多数患者都是这样的，
说话人 2: 是工作日吃。
说话人 2: 嗯，
说话人 2: 周六周日不吃，
说话人 2: 跟你周六周日就没有亲密关系，
说话人 1: 需要面对啊，
说话人 0: 休息日不是周六周日休息日是休息的时候啊，
说话人 2: 我大待命。
说话人 0: 嗯，
说话人 0: 有一天什么都不用做，
说话人 0: 就躺着就别吃了，
说话人 2: 是也可以这样。
说话人 2: 不是你没理解到这个含义。
说话人 2: 就是它本质上它是一个可以通过调整认知，
说话人 2: 采用一些行为上的方法，
说话人 2: 就不产生不好的影响就没了就没了就没了。
说话人 2: 不是说那我现在有没有进步，
说话人 2: 有有进不好有进不好，
说话人 0: 那我叫你小郑一声，
说话人 0: 对吧？
说话人 2: 嗯，
说话人 2: 我不能诊断你，
说话人 2: 但是你要让我说心里话的话，
说话人 2: 那肯定是盗镖者。
说话人 2: 你症状太典型了。
说话人 0: 这早的时候你从来不这样说，
说话人 0: 你说没有啊，
说话人 2: 嗯没没能看到那么多，
说话人 2: 你知道吗？
说话人 2: 而且没有能特别好的背景。
说话人 2: 嗯，
说话人 2: 我意识到的最最明显的一次，
说话人 2: 你知道什么时候，
说话人 2: 就你可能不一定会注意到这种细节。
说话人 2: 染头发那次染头发那次还有你在上海的时候，
说话人 2: 在上海时候我们就我们在一起，
说话人 2: 然后又没在说话的时候，
说话人 1: 嗯嗯，
说话人 2: 就我注意到你需要小声跟自己说话才行。
说话人 0: 什么时候染头？
说话人 2: 你在那儿冲洗头发的时候也这样，
说话人 2: 就染完之后，
说话人 2: 你不是要去那个漂吗？
说话人 2: 不是漂去干嘛洗，
说话人 2: 反正那时候也这样，
说话人 0: 我干嘛了，
说话人 2: 就是要不断的跟自己说话，
说话人 2: 就正常情况下自言自语，
说话人 2: 大家都会有，
说话人 2: 嗯，
说话人 1: 但是要一直说话的就不多见。
说话人 0: 这是正装之一啊，
说话人 1: 你这是典型的正业之一，
说话人 0: 是指什么？
说话人 2: 嗯，
说话人 2: 正常人自言自语一般是跟自己说几句话，
说话人 2: 嗯，
说话人 2: 你是保持一个说话的状态，
说话人 2: 就是。

============================================================
